years,prior_decay_games,min_prior_weight,prior_scale,ridge_alpha,games,market_weight,actual_weight,weighted_model_vs_market_mae,weighted_model_vs_actual_mae,weighted_blended_mae,weighted_model_vs_market_corr
"2023,2024,2025",4.0,0.05,8.0,0.5,2125,0.8,0.2,5.4149,13.3886,7.0096,0.8852
"2023,2024,2025",4.0,0.12,8.0,0.5,2125,0.8,0.2,5.4166,13.3922,7.0117,0.8853
"2023,2024,2025",4.0,0.08,8.0,0.75,2125,0.8,0.2,5.4212,13.3912,7.0152,0.8857
"2023,2024,2025",4.0,0.0,8.0,0.75,2125,0.8,0.2,5.4214,13.391,7.0153,0.8857
"2023,2024,2025",4.0,0.05,8.0,0.75,2125,0.8,0.2,5.4214,13.391,7.0153,0.8857
"2023,2024,2025",4.0,0.12,8.0,0.75,2125,0.8,0.2,5.4236,13.3949,7.0179,0.8858
"2023,2024,2025",5.0,0.12,10.0,0.1,2125,0.8,0.2,5.4275,13.3876,7.0195,0.8825
"2023,2024,2025",5.0,0.0,10.0,0.1,2125,0.8,0.2,5.4276,13.3874,7.0196,0.8824
"2023,2024,2025",5.0,0.05,10.0,0.1,2125,0.8,0.2,5.4276,13.3874,7.0196,0.8824
"2023,2024,2025",5.0,0.08,10.0,0.1,2125,0.8,0.2,5.4276,13.3874,7.0196,0.8824
"2023,2024,2025",4.0,0.08,8.0,1.0,2125,0.8,0.2,5.43,13.3975,7.0235,0.8856
"2023,2024,2025",4.0,0.0,8.0,1.0,2125,0.8,0.2,5.4301,13.3973,7.0236,0.8857
"2023,2024,2025",4.0,0.05,8.0,1.0,2125,0.8,0.2,5.4301,13.3973,7.0236,0.8857
"2023,2024,2025",6.5,0.0,14.0,0.35,2125,0.8,0.2,5.4393,13.3747,7.0264,0.8747
"2023,2024,2025",6.5,0.05,14.0,0.35,2125,0.8,0.2,5.4393,13.3747,7.0264,0.8747
"2023,2024,2025",6.5,0.08,14.0,0.35,2125,0.8,0.2,5.4393,13.3747,7.0264,0.8747
"2023,2024,2025",6.5,0.12,14.0,0.35,2125,0.8,0.2,5.4393,13.3747,7.0264,0.8747
"2023,2024,2025",4.0,0.12,8.0,1.0,2125,0.8,0.2,5.4327,13.4018,7.0266,0.8858
"2023,2024,2025",5.0,0.12,10.0,0.2,2125,0.8,0.2,5.4469,13.3916,7.0359,0.8824
"2023,2024,2025",5.0,0.0,10.0,0.2,2125,0.8,0.2,5.4471,13.3914,7.0359,0.8824
"2023,2024,2025",5.0,0.05,10.0,0.2,2125,0.8,0.2,5.4471,13.3914,7.0359,0.8824
"2023,2024,2025",5.0,0.08,10.0,0.2,2125,0.8,0.2,5.4471,13.3914,7.0359,0.8824
"2023,2024,2025",6.5,0.0,14.0,0.5,2125,0.8,0.2,5.4662,13.3832,7.0496,0.8735
"2023,2024,2025",6.5,0.05,14.0,0.5,2125,0.8,0.2,5.4662,13.3832,7.0496,0.8735
"2023,2024,2025",6.5,0.08,14.0,0.5,2125,0.8,0.2,5.4662,13.3832,7.0496,0.8735
"2023,2024,2025",6.5,0.12,14.0,0.5,2125,0.8,0.2,5.4662,13.3832,7.0496,0.8735
"2023,2024,2025",5.0,0.12,10.0,0.35,2125,0.8,0.2,5.47,13.3996,7.0559,0.8824
"2023,2024,2025",5.0,0.0,10.0,0.35,2125,0.8,0.2,5.4701,13.3994,7.056,0.8824
"2023,2024,2025",5.0,0.05,10.0,0.35,2125,0.8,0.2,5.4701,13.3994,7.056,0.8824
"2023,2024,2025",5.0,0.08,10.0,0.35,2125,0.8,0.2,5.4701,13.3994,7.056,0.8824
"2023,2024,2025",5.0,0.12,10.0,0.5,2125,0.8,0.2,5.4825,13.403,7.0666,0.8823
"2023,2024,2025",5.0,0.0,10.0,0.5,2125,0.8,0.2,5.4827,13.4028,7.0667,0.8823
"2023,2024,2025",5.0,0.05,10.0,0.5,2125,0.8,0.2,5.4827,13.4028,7.0667,0.8823
"2023,2024,2025",5.0,0.08,10.0,0.5,2125,0.8,0.2,5.4827,13.4028,7.0667,0.8823
"2023,2024,2025",6.5,0.0,12.0,0.1,2125,0.8,0.2,5.4889,13.4007,7.0712,0.8787
"2023,2024,2025",6.5,0.05,12.0,0.1,2125,0.8,0.2,5.4889,13.4007,7.0712,0.8787
"2023,2024,2025",6.5,0.08,12.0,0.1,2125,0.8,0.2,5.4889,13.4007,7.0712,0.8787
"2023,2024,2025",6.5,0.12,12.0,0.1,2125,0.8,0.2,5.4889,13.4007,7.0712,0.8787
"2023,2024,2025",5.0,0.12,10.0,0.75,2125,0.8,0.2,5.4982,13.4086,7.0803,0.8822
"2023,2024,2025",5.0,0.0,10.0,0.75,2125,0.8,0.2,5.4983,13.4085,7.0803,0.8822
"2023,2024,2025",5.0,0.05,10.0,0.75,2125,0.8,0.2,5.4983,13.4085,7.0803,0.8822
"2023,2024,2025",5.0,0.08,10.0,0.75,2125,0.8,0.2,5.4983,13.4085,7.0803,0.8822
"2023,2024,2025",6.5,0.0,14.0,0.75,2125,0.8,0.2,5.5027,13.3977,7.0817,0.872
"2023,2024,2025",6.5,0.05,14.0,0.75,2125,0.8,0.2,5.5027,13.3977,7.0817,0.872
"2023,2024,2025",6.5,0.08,14.0,0.75,2125,0.8,0.2,5.5027,13.3977,7.0817,0.872
"2023,2024,2025",6.5,0.12,14.0,0.75,2125,0.8,0.2,5.5027,13.3977,7.0817,0.872
"2023,2024,2025",6.5,0.0,12.0,0.2,2125,0.8,0.2,5.5151,13.4095,7.094,0.8777
"2023,2024,2025",6.5,0.05,12.0,0.2,2125,0.8,0.2,5.5151,13.4095,7.094,0.8777
"2023,2024,2025",6.5,0.08,12.0,0.2,2125,0.8,0.2,5.5151,13.4095,7.094,0.8777
"2023,2024,2025",6.5,0.12,12.0,0.2,2125,0.8,0.2,5.5151,13.4095,7.094,0.8777
"2023,2024,2025",5.0,0.0,10.0,1.0,2125,0.8,0.2,5.5137,13.4177,7.0945,0.882
"2023,2024,2025",5.0,0.05,10.0,1.0,2125,0.8,0.2,5.5137,13.4177,7.0945,0.882
"2023,2024,2025",5.0,0.08,10.0,1.0,2125,0.8,0.2,5.5137,13.4177,7.0945,0.882
"2023,2024,2025",5.0,0.12,10.0,1.0,2125,0.8,0.2,5.5137,13.418,7.0945,0.882
"2023,2024,2025",6.5,0.0,14.0,1.0,2125,0.8,0.2,5.5349,13.4154,7.111,0.8709
"2023,2024,2025",6.5,0.05,14.0,1.0,2125,0.8,0.2,5.5349,13.4154,7.111,0.8709
"2023,2024,2025",6.5,0.08,14.0,1.0,2125,0.8,0.2,5.5349,13.4154,7.111,0.8709
"2023,2024,2025",6.5,0.12,14.0,1.0,2125,0.8,0.2,5.5349,13.4154,7.111,0.8709
"2023,2024,2025",5.0,0.12,8.0,0.1,2125,0.8,0.2,5.545,13.446,7.1252,0.8827
"2023,2024,2025",5.0,0.0,8.0,0.1,2125,0.8,0.2,5.5452,13.4457,7.1253,0.8826
"2023,2024,2025",5.0,0.05,8.0,0.1,2125,0.8,0.2,5.5452,13.4457,7.1253,0.8826
"2023,2024,2025",5.0,0.08,8.0,0.1,2125,0.8,0.2,5.5452,13.4457,7.1253,0.8826
"2023,2024,2025",6.5,0.0,12.0,0.35,2125,0.8,0.2,5.5511,13.4247,7.1258,0.8768
"2023,2024,2025",6.5,0.05,12.0,0.35,2125,0.8,0.2,5.5511,13.4247,7.1258,0.8768
"2023,2024,2025",6.5,0.08,12.0,0.35,2125,0.8,0.2,5.5511,13.4247,7.1258,0.8768
"2023,2024,2025",6.5,0.12,12.0,0.35,2125,0.8,0.2,5.5511,13.4247,7.1258,0.8768
"2023,2024,2025",5.0,0.12,8.0,0.2,2125,0.8,0.2,5.5608,13.4479,7.1382,0.8829
"2023,2024,2025",5.0,0.0,8.0,0.2,2125,0.8,0.2,5.561,13.4476,7.1383,0.883
"2023,2024,2025",5.0,0.05,8.0,0.2,2125,0.8,0.2,5.561,13.4476,7.1383,0.883
"2023,2024,2025",5.0,0.08,8.0,0.2,2125,0.8,0.2,5.561,13.4476,7.1383,0.883
"2023,2024,2025",6.5,0.0,12.0,0.5,2125,0.8,0.2,5.5764,13.4326,7.1476,0.8759
"2023,2024,2025",6.5,0.05,12.0,0.5,2125,0.8,0.2,5.5764,13.4326,7.1476,0.8759
"2023,2024,2025",6.5,0.08,12.0,0.5,2125,0.8,0.2,5.5764,13.4326,7.1476,0.8759
"2023,2024,2025",6.5,0.12,12.0,0.5,2125,0.8,0.2,5.5764,13.4326,7.1476,0.8759
"2023,2024,2025",5.0,0.12,8.0,0.35,2125,0.8,0.2,5.581,13.454,7.1556,0.8834
"2023,2024,2025",5.0,0.0,8.0,0.35,2125,0.8,0.2,5.5811,13.4538,7.1557,0.8833
"2023,2024,2025",5.0,0.05,8.0,0.35,2125,0.8,0.2,5.5811,13.4538,7.1557,0.8833
"2023,2024,2025",5.0,0.08,8.0,0.35,2125,0.8,0.2,5.5811,13.4538,7.1557,0.8833
"2023,2024,2025",5.0,0.12,8.0,0.5,2125,0.8,0.2,5.5927,13.4565,7.1654,0.8834
"2023,2024,2025",5.0,0.0,8.0,0.5,2125,0.8,0.2,5.5928,13.4562,7.1655,0.8834
"2023,2024,2025",5.0,0.05,8.0,0.5,2125,0.8,0.2,5.5928,13.4562,7.1655,0.8834
"2023,2024,2025",5.0,0.08,8.0,0.5,2125,0.8,0.2,5.5928,13.4562,7.1655,0.8834
"2023,2024,2025",6.5,0.0,12.0,0.75,2125,0.8,0.2,5.6088,13.4454,7.1761,0.8748
"2023,2024,2025",6.5,0.05,12.0,0.75,2125,0.8,0.2,5.6088,13.4454,7.1761,0.8748
"2023,2024,2025",6.5,0.08,12.0,0.75,2125,0.8,0.2,5.6088,13.4454,7.1761,0.8748
"2023,2024,2025",6.5,0.12,12.0,0.75,2125,0.8,0.2,5.6088,13.4454,7.1761,0.8748
"2023,2024,2025",5.0,0.0,8.0,0.75,2125,0.8,0.2,5.6061,13.4612,7.1772,0.8835
"2023,2024,2025",5.0,0.05,8.0,0.75,2125,0.8,0.2,5.6061,13.4612,7.1772,0.8835
"2023,2024,2025",5.0,0.08,8.0,0.75,2125,0.8,0.2,5.6061,13.4612,7.1772,0.8835
"2023,2024,2025",5.0,0.12,8.0,0.75,2125,0.8,0.2,5.6061,13.4615,7.1772,0.8835
"2023,2024,2025",6.5,0.0,10.0,0.1,2125,0.8,0.2,5.6206,13.4625,7.189,0.88
"2023,2024,2025",6.5,0.05,10.0,0.1,2125,0.8,0.2,5.6206,13.4625,7.189,0.88
"2023,2024,2025",6.5,0.08,10.0,0.1,2125,0.8,0.2,5.6206,13.4625,7.189,0.88
"2023,2024,2025",6.5,0.12,10.0,0.1,2125,0.8,0.2,5.6206,13.4625,7.189,0.88
"2023,2024,2025",5.0,0.0,8.0,1.0,2125,0.8,0.2,5.6194,13.4694,7.1894,0.8835
"2023,2024,2025",5.0,0.05,8.0,1.0,2125,0.8,0.2,5.6194,13.4694,7.1894,0.8835
"2023,2024,2025",5.0,0.08,8.0,1.0,2125,0.8,0.2,5.6194,13.4694,7.1894,0.8835
"2023,2024,2025",5.0,0.12,8.0,1.0,2125,0.8,0.2,5.6194,13.4697,7.1895,0.8835
"2023,2024,2025",6.5,0.0,12.0,1.0,2125,0.8,0.2,5.6361,13.4612,7.2011,0.874
"2023,2024,2025",6.5,0.05,12.0,1.0,2125,0.8,0.2,5.6361,13.4612,7.2011,0.874
"2023,2024,2025",6.5,0.08,12.0,1.0,2125,0.8,0.2,5.6361,13.4612,7.2011,0.874
"2023,2024,2025",6.5,0.12,12.0,1.0,2125,0.8,0.2,5.6361,13.4612,7.2011,0.874
"2023,2024,2025",6.5,0.0,10.0,0.2,2125,0.8,0.2,5.644,13.469,7.209,0.8794
"2023,2024,2025",6.5,0.05,10.0,0.2,2125,0.8,0.2,5.644,13.469,7.209,0.8794
"2023,2024,2025",6.5,0.08,10.0,0.2,2125,0.8,0.2,5.644,13.469,7.209,0.8794
"2023,2024,2025",6.5,0.12,10.0,0.2,2125,0.8,0.2,5.644,13.469,7.209,0.8794
"2023,2024,2025",6.5,0.0,10.0,0.35,2125,0.8,0.2,5.6778,13.482,7.2386,0.8787
"2023,2024,2025",6.5,0.05,10.0,0.35,2125,0.8,0.2,5.6778,13.482,7.2386,0.8787
"2023,2024,2025",6.5,0.08,10.0,0.35,2125,0.8,0.2,5.6778,13.482,7.2386,0.8787
"2023,2024,2025",6.5,0.12,10.0,0.35,2125,0.8,0.2,5.6778,13.482,7.2386,0.8787
"2023,2024,2025",6.5,0.0,10.0,0.5,2125,0.8,0.2,5.7,13.4889,7.2578,0.8782
"2023,2024,2025",6.5,0.05,10.0,0.5,2125,0.8,0.2,5.7,13.4889,7.2578,0.8782
"2023,2024,2025",6.5,0.08,10.0,0.5,2125,0.8,0.2,5.7,13.4889,7.2578,0.8782
"2023,2024,2025",6.5,0.12,10.0,0.5,2125,0.8,0.2,5.7,13.4889,7.2578,0.8782
"2023,2024,2025",6.5,0.0,10.0,0.75,2125,0.8,0.2,5.7277,13.5006,7.2823,0.8776
"2023,2024,2025",6.5,0.05,10.0,0.75,2125,0.8,0.2,5.7277,13.5006,7.2823,0.8776
"2023,2024,2025",6.5,0.08,10.0,0.75,2125,0.8,0.2,5.7277,13.5006,7.2823,0.8776
"2023,2024,2025",6.5,0.12,10.0,0.75,2125,0.8,0.2,5.7277,13.5006,7.2823,0.8776
"2023,2024,2025",6.5,0.0,10.0,1.0,2125,0.8,0.2,5.7515,13.5143,7.3041,0.8769
"2023,2024,2025",6.5,0.05,10.0,1.0,2125,0.8,0.2,5.7515,13.5143,7.3041,0.8769
"2023,2024,2025",6.5,0.08,10.0,1.0,2125,0.8,0.2,5.7515,13.5143,7.3041,0.8769
"2023,2024,2025",6.5,0.12,10.0,1.0,2125,0.8,0.2,5.7515,13.5143,7.3041,0.8769
"2023,2024,2025",6.5,0.0,8.0,0.1,2125,0.8,0.2,5.7666,13.5355,7.3204,0.8809
"2023,2024,2025",6.5,0.05,8.0,0.1,2125,0.8,0.2,5.7666,13.5355,7.3204,0.8809
"2023,2024,2025",6.5,0.08,8.0,0.1,2125,0.8,0.2,5.7666,13.5355,7.3204,0.8809
"2023,2024,2025",6.5,0.12,8.0,0.1,2125,0.8,0.2,5.7666,13.5355,7.3204,0.8809
"2023,2024,2025",6.5,0.0,8.0,0.2,2125,0.8,0.2,5.7871,13.5396,7.3376,0.8807
"2023,2024,2025",6.5,0.05,8.0,0.2,2125,0.8,0.2,5.7871,13.5396,7.3376,0.8807
"2023,2024,2025",6.5,0.08,8.0,0.2,2125,0.8,0.2,5.7871,13.5396,7.3376,0.8807
"2023,2024,2025",6.5,0.12,8.0,0.2,2125,0.8,0.2,5.7871,13.5396,7.3376,0.8807
"2023,2024,2025",6.5,0.0,8.0,0.35,2125,0.8,0.2,5.8158,13.5502,7.3627,0.8805
"2023,2024,2025",6.5,0.05,8.0,0.35,2125,0.8,0.2,5.8158,13.5502,7.3627,0.8805
"2023,2024,2025",6.5,0.08,8.0,0.35,2125,0.8,0.2,5.8158,13.5502,7.3627,0.8805
"2023,2024,2025",6.5,0.12,8.0,0.35,2125,0.8,0.2,5.8158,13.5502,7.3627,0.8805
"2023,2024,2025",6.5,0.0,8.0,0.5,2125,0.8,0.2,5.8347,13.556,7.3789,0.8803
"2023,2024,2025",6.5,0.05,8.0,0.5,2125,0.8,0.2,5.8347,13.556,7.3789,0.8803
"2023,2024,2025",6.5,0.08,8.0,0.5,2125,0.8,0.2,5.8347,13.556,7.3789,0.8803
"2023,2024,2025",6.5,0.12,8.0,0.5,2125,0.8,0.2,5.8347,13.556,7.3789,0.8803
"2023,2024,2025",6.5,0.0,8.0,0.75,2125,0.8,0.2,5.8583,13.5658,7.3998,0.88
"2023,2024,2025",6.5,0.05,8.0,0.75,2125,0.8,0.2,5.8583,13.5658,7.3998,0.88
"2023,2024,2025",6.5,0.08,8.0,0.75,2125,0.8,0.2,5.8583,13.5658,7.3998,0.88
"2023,2024,2025",6.5,0.12,8.0,0.75,2125,0.8,0.2,5.8583,13.5658,7.3998,0.88
"2023,2024,2025",6.5,0.0,8.0,1.0,2125,0.8,0.2,5.8789,13.577,7.4185,0.8797
"2023,2024,2025",6.5,0.05,8.0,1.0,2125,0.8,0.2,5.8789,13.577,7.4185,0.8797
"2023,2024,2025",6.5,0.08,8.0,1.0,2125,0.8,0.2,5.8789,13.577,7.4185,0.8797
"2023,2024,2025",6.5,0.12,8.0,1.0,2125,0.8,0.2,5.8789,13.577,7.4185,0.8797
