years,prior_decay_games,min_prior_weight,prior_scale,ridge_alpha,games,market_weight,actual_weight,weighted_model_vs_market_mae,weighted_model_vs_actual_mae,weighted_blended_mae,weighted_model_vs_market_corr
"2023,2024,2025",5.0,0.0,10.0,0.1,2125,0.6,0.4,5.4276,13.3874,8.6115,0.8824
"2023,2024,2025",5.0,0.05,10.0,0.1,2125,0.6,0.4,5.4276,13.3874,8.6115,0.8824
"2023,2024,2025",5.0,0.08,10.0,0.1,2125,0.6,0.4,5.4276,13.3874,8.6115,0.8824
"2023,2024,2025",4.0,0.12,8.0,0.75,2125,0.6,0.4,5.4236,13.3949,8.6121,0.8858
"2023,2024,2025",6.5,0.0,14.0,0.35,2125,0.6,0.4,5.4393,13.3747,8.6135,0.8747
"2023,2024,2025",6.5,0.05,14.0,0.35,2125,0.6,0.4,5.4393,13.3747,8.6135,0.8747
"2023,2024,2025",6.5,0.08,14.0,0.35,2125,0.6,0.4,5.4393,13.3747,8.6135,0.8747
"2023,2024,2025",6.5,0.12,14.0,0.35,2125,0.6,0.4,5.4393,13.3747,8.6135,0.8747
"2023,2024,2025",4.0,0.08,8.0,1.0,2125,0.6,0.4,5.43,13.3975,8.617,0.8856
"2023,2024,2025",4.0,0.0,8.0,1.0,2125,0.6,0.4,5.4301,13.3973,8.617,0.8857
"2023,2024,2025",4.0,0.05,8.0,1.0,2125,0.6,0.4,5.4301,13.3973,8.617,0.8857
"2023,2024,2025",4.0,0.12,8.0,1.0,2125,0.6,0.4,5.4327,13.4018,8.6204,0.8858
"2023,2024,2025",5.0,0.12,10.0,0.2,2125,0.6,0.4,5.4469,13.3916,8.6248,0.8824
"2023,2024,2025",5.0,0.0,10.0,0.2,2125,0.6,0.4,5.4471,13.3914,8.6248,0.8824
"2023,2024,2025",5.0,0.05,10.0,0.2,2125,0.6,0.4,5.4471,13.3914,8.6248,0.8824
"2023,2024,2025",5.0,0.08,10.0,0.2,2125,0.6,0.4,5.4471,13.3914,8.6248,0.8824
"2023,2024,2025",6.5,0.0,14.0,0.5,2125,0.6,0.4,5.4662,13.3832,8.633,0.8735
"2023,2024,2025",6.5,0.05,14.0,0.5,2125,0.6,0.4,5.4662,13.3832,8.633,0.8735
"2023,2024,2025",6.5,0.08,14.0,0.5,2125,0.6,0.4,5.4662,13.3832,8.633,0.8735
"2023,2024,2025",6.5,0.12,14.0,0.5,2125,0.6,0.4,5.4662,13.3832,8.633,0.8735
"2023,2024,2025",5.0,0.0,10.0,0.35,2125,0.6,0.4,5.4701,13.3994,8.6418,0.8824
"2023,2024,2025",5.0,0.05,10.0,0.35,2125,0.6,0.4,5.4701,13.3994,8.6418,0.8824
"2023,2024,2025",5.0,0.08,10.0,0.35,2125,0.6,0.4,5.4701,13.3994,8.6418,0.8824
"2023,2024,2025",5.0,0.12,10.0,0.35,2125,0.6,0.4,5.47,13.3996,8.6419,0.8824
"2023,2024,2025",5.0,0.12,10.0,0.5,2125,0.6,0.4,5.4825,13.403,8.6507,0.8823
"2023,2024,2025",5.0,0.0,10.0,0.5,2125,0.6,0.4,5.4827,13.4028,8.6507,0.8823
"2023,2024,2025",5.0,0.05,10.0,0.5,2125,0.6,0.4,5.4827,13.4028,8.6507,0.8823
"2023,2024,2025",5.0,0.08,10.0,0.5,2125,0.6,0.4,5.4827,13.4028,8.6507,0.8823
"2023,2024,2025",6.5,0.0,12.0,0.1,2125,0.6,0.4,5.4889,13.4007,8.6536,0.8787
"2023,2024,2025",6.5,0.05,12.0,0.1,2125,0.6,0.4,5.4889,13.4007,8.6536,0.8787
"2023,2024,2025",6.5,0.08,12.0,0.1,2125,0.6,0.4,5.4889,13.4007,8.6536,0.8787
"2023,2024,2025",6.5,0.12,12.0,0.1,2125,0.6,0.4,5.4889,13.4007,8.6536,0.8787
"2023,2024,2025",6.5,0.0,14.0,0.75,2125,0.6,0.4,5.5027,13.3977,8.6607,0.872
"2023,2024,2025",6.5,0.05,14.0,0.75,2125,0.6,0.4,5.5027,13.3977,8.6607,0.872
"2023,2024,2025",6.5,0.08,14.0,0.75,2125,0.6,0.4,5.5027,13.3977,8.6607,0.872
"2023,2024,2025",6.5,0.12,14.0,0.75,2125,0.6,0.4,5.5027,13.3977,8.6607,0.872
"2023,2024,2025",5.0,0.0,10.0,0.75,2125,0.6,0.4,5.4983,13.4085,8.6623,0.8822
"2023,2024,2025",5.0,0.05,10.0,0.75,2125,0.6,0.4,5.4983,13.4085,8.6623,0.8822
"2023,2024,2025",5.0,0.08,10.0,0.75,2125,0.6,0.4,5.4983,13.4085,8.6623,0.8822
"2023,2024,2025",5.0,0.12,10.0,0.75,2125,0.6,0.4,5.4982,13.4086,8.6624,0.8822
"2023,2024,2025",6.5,0.0,12.0,0.2,2125,0.6,0.4,5.5151,13.4095,8.6729,0.8777
"2023,2024,2025",6.5,0.05,12.0,0.2,2125,0.6,0.4,5.5151,13.4095,8.6729,0.8777
"2023,2024,2025",6.5,0.08,12.0,0.2,2125,0.6,0.4,5.5151,13.4095,8.6729,0.8777
"2023,2024,2025",6.5,0.12,12.0,0.2,2125,0.6,0.4,5.5151,13.4095,8.6729,0.8777
"2023,2024,2025",5.0,0.0,10.0,1.0,2125,0.6,0.4,5.5137,13.4177,8.6753,0.882
"2023,2024,2025",5.0,0.05,10.0,1.0,2125,0.6,0.4,5.5137,13.4177,8.6753,0.882
"2023,2024,2025",5.0,0.08,10.0,1.0,2125,0.6,0.4,5.5137,13.4177,8.6753,0.882
"2023,2024,2025",5.0,0.12,10.0,1.0,2125,0.6,0.4,5.5137,13.418,8.6754,0.882
"2023,2024,2025",6.5,0.0,14.0,1.0,2125,0.6,0.4,5.5349,13.4154,8.6871,0.8709
"2023,2024,2025",6.5,0.05,14.0,1.0,2125,0.6,0.4,5.5349,13.4154,8.6871,0.8709
"2023,2024,2025",6.5,0.08,14.0,1.0,2125,0.6,0.4,5.5349,13.4154,8.6871,0.8709
"2023,2024,2025",6.5,0.12,14.0,1.0,2125,0.6,0.4,5.5349,13.4154,8.6871,0.8709
"2023,2024,2025",6.5,0.0,12.0,0.35,2125,0.6,0.4,5.5511,13.4247,8.7005,0.8768
"2023,2024,2025",6.5,0.05,12.0,0.35,2125,0.6,0.4,5.5511,13.4247,8.7005,0.8768
"2023,2024,2025",6.5,0.08,12.0,0.35,2125,0.6,0.4,5.5511,13.4247,8.7005,0.8768
"2023,2024,2025",6.5,0.12,12.0,0.35,2125,0.6,0.4,5.5511,13.4247,8.7005,0.8768
"2023,2024,2025",5.0,0.12,8.0,0.1,2125,0.6,0.4,5.545,13.446,8.7054,0.8827
"2023,2024,2025",5.0,0.0,8.0,0.1,2125,0.6,0.4,5.5452,13.4457,8.7054,0.8826
"2023,2024,2025",5.0,0.05,8.0,0.1,2125,0.6,0.4,5.5452,13.4457,8.7054,0.8826
"2023,2024,2025",5.0,0.08,8.0,0.1,2125,0.6,0.4,5.5452,13.4457,8.7054,0.8826
"2023,2024,2025",5.0,0.12,8.0,0.2,2125,0.6,0.4,5.5608,13.4479,8.7157,0.8829
"2023,2024,2025",5.0,0.0,8.0,0.2,2125,0.6,0.4,5.561,13.4476,8.7157,0.883
"2023,2024,2025",5.0,0.05,8.0,0.2,2125,0.6,0.4,5.561,13.4476,8.7157,0.883
"2023,2024,2025",5.0,0.08,8.0,0.2,2125,0.6,0.4,5.561,13.4476,8.7157,0.883
"2023,2024,2025",6.5,0.0,12.0,0.5,2125,0.6,0.4,5.5764,13.4326,8.7189,0.8759
"2023,2024,2025",6.5,0.05,12.0,0.5,2125,0.6,0.4,5.5764,13.4326,8.7189,0.8759
"2023,2024,2025",6.5,0.08,12.0,0.5,2125,0.6,0.4,5.5764,13.4326,8.7189,0.8759
"2023,2024,2025",6.5,0.12,12.0,0.5,2125,0.6,0.4,5.5764,13.4326,8.7189,0.8759
"2023,2024,2025",5.0,0.12,8.0,0.35,2125,0.6,0.4,5.581,13.454,8.7302,0.8834
"2023,2024,2025",5.0,0.0,8.0,0.35,2125,0.6,0.4,5.5811,13.4538,8.7302,0.8833
"2023,2024,2025",5.0,0.05,8.0,0.35,2125,0.6,0.4,5.5811,13.4538,8.7302,0.8833
"2023,2024,2025",5.0,0.08,8.0,0.35,2125,0.6,0.4,5.5811,13.4538,8.7302,0.8833
"2023,2024,2025",5.0,0.12,8.0,0.5,2125,0.6,0.4,5.5927,13.4565,8.7382,0.8834
"2023,2024,2025",5.0,0.0,8.0,0.5,2125,0.6,0.4,5.5928,13.4562,8.7382,0.8834
"2023,2024,2025",5.0,0.05,8.0,0.5,2125,0.6,0.4,5.5928,13.4562,8.7382,0.8834
"2023,2024,2025",5.0,0.08,8.0,0.5,2125,0.6,0.4,5.5928,13.4562,8.7382,0.8834
"2023,2024,2025",6.5,0.0,12.0,0.75,2125,0.6,0.4,5.6088,13.4454,8.7434,0.8748
"2023,2024,2025",6.5,0.05,12.0,0.75,2125,0.6,0.4,5.6088,13.4454,8.7434,0.8748
"2023,2024,2025",6.5,0.08,12.0,0.75,2125,0.6,0.4,5.6088,13.4454,8.7434,0.8748
"2023,2024,2025",6.5,0.12,12.0,0.75,2125,0.6,0.4,5.6088,13.4454,8.7434,0.8748
"2023,2024,2025",5.0,0.0,8.0,0.75,2125,0.6,0.4,5.6061,13.4612,8.7482,0.8835
"2023,2024,2025",5.0,0.05,8.0,0.75,2125,0.6,0.4,5.6061,13.4612,8.7482,0.8835
"2023,2024,2025",5.0,0.08,8.0,0.75,2125,0.6,0.4,5.6061,13.4612,8.7482,0.8835
"2023,2024,2025",5.0,0.12,8.0,0.75,2125,0.6,0.4,5.6061,13.4615,8.7483,0.8835
"2023,2024,2025",6.5,0.0,10.0,0.1,2125,0.6,0.4,5.6206,13.4625,8.7574,0.88
"2023,2024,2025",6.5,0.05,10.0,0.1,2125,0.6,0.4,5.6206,13.4625,8.7574,0.88
"2023,2024,2025",6.5,0.08,10.0,0.1,2125,0.6,0.4,5.6206,13.4625,8.7574,0.88
"2023,2024,2025",6.5,0.12,10.0,0.1,2125,0.6,0.4,5.6206,13.4625,8.7574,0.88
"2023,2024,2025",5.0,0.0,8.0,1.0,2125,0.6,0.4,5.6194,13.4694,8.7594,0.8835
"2023,2024,2025",5.0,0.05,8.0,1.0,2125,0.6,0.4,5.6194,13.4694,8.7594,0.8835
"2023,2024,2025",5.0,0.08,8.0,1.0,2125,0.6,0.4,5.6194,13.4694,8.7594,0.8835
"2023,2024,2025",5.0,0.12,8.0,1.0,2125,0.6,0.4,5.6194,13.4697,8.7595,0.8835
"2023,2024,2025",6.5,0.0,12.0,1.0,2125,0.6,0.4,5.6361,13.4612,8.7661,0.874
"2023,2024,2025",6.5,0.05,12.0,1.0,2125,0.6,0.4,5.6361,13.4612,8.7661,0.874
"2023,2024,2025",6.5,0.08,12.0,1.0,2125,0.6,0.4,5.6361,13.4612,8.7661,0.874
"2023,2024,2025",6.5,0.12,12.0,1.0,2125,0.6,0.4,5.6361,13.4612,8.7661,0.874
"2023,2024,2025",6.5,0.0,10.0,0.2,2125,0.6,0.4,5.644,13.469,8.774,0.8794
"2023,2024,2025",6.5,0.05,10.0,0.2,2125,0.6,0.4,5.644,13.469,8.774,0.8794
"2023,2024,2025",6.5,0.08,10.0,0.2,2125,0.6,0.4,5.644,13.469,8.774,0.8794
"2023,2024,2025",6.5,0.12,10.0,0.2,2125,0.6,0.4,5.644,13.469,8.774,0.8794
"2023,2024,2025",6.5,0.0,10.0,0.35,2125,0.6,0.4,5.6778,13.482,8.7995,0.8787
"2023,2024,2025",6.5,0.05,10.0,0.35,2125,0.6,0.4,5.6778,13.482,8.7995,0.8787
"2023,2024,2025",6.5,0.08,10.0,0.35,2125,0.6,0.4,5.6778,13.482,8.7995,0.8787
"2023,2024,2025",6.5,0.12,10.0,0.35,2125,0.6,0.4,5.6778,13.482,8.7995,0.8787
"2023,2024,2025",6.5,0.0,10.0,0.5,2125,0.6,0.4,5.7,13.4889,8.8156,0.8782
"2023,2024,2025",6.5,0.05,10.0,0.5,2125,0.6,0.4,5.7,13.4889,8.8156,0.8782
"2023,2024,2025",6.5,0.08,10.0,0.5,2125,0.6,0.4,5.7,13.4889,8.8156,0.8782
"2023,2024,2025",6.5,0.12,10.0,0.5,2125,0.6,0.4,5.7,13.4889,8.8156,0.8782
"2023,2024,2025",6.5,0.0,10.0,0.75,2125,0.6,0.4,5.7277,13.5006,8.8369,0.8776
"2023,2024,2025",6.5,0.05,10.0,0.75,2125,0.6,0.4,5.7277,13.5006,8.8369,0.8776
"2023,2024,2025",6.5,0.08,10.0,0.75,2125,0.6,0.4,5.7277,13.5006,8.8369,0.8776
"2023,2024,2025",6.5,0.12,10.0,0.75,2125,0.6,0.4,5.7277,13.5006,8.8369,0.8776
"2023,2024,2025",6.5,0.0,10.0,1.0,2125,0.6,0.4,5.7515,13.5143,8.8566,0.8769
"2023,2024,2025",6.5,0.05,10.0,1.0,2125,0.6,0.4,5.7515,13.5143,8.8566,0.8769
"2023,2024,2025",6.5,0.08,10.0,1.0,2125,0.6,0.4,5.7515,13.5143,8.8566,0.8769
"2023,2024,2025",6.5,0.12,10.0,1.0,2125,0.6,0.4,5.7515,13.5143,8.8566,0.8769
"2023,2024,2025",6.5,0.0,8.0,0.1,2125,0.6,0.4,5.7666,13.5355,8.8742,0.8809
"2023,2024,2025",6.5,0.05,8.0,0.1,2125,0.6,0.4,5.7666,13.5355,8.8742,0.8809
"2023,2024,2025",6.5,0.08,8.0,0.1,2125,0.6,0.4,5.7666,13.5355,8.8742,0.8809
"2023,2024,2025",6.5,0.12,8.0,0.1,2125,0.6,0.4,5.7666,13.5355,8.8742,0.8809
"2023,2024,2025",6.5,0.0,8.0,0.2,2125,0.6,0.4,5.7871,13.5396,8.8881,0.8807
"2023,2024,2025",6.5,0.05,8.0,0.2,2125,0.6,0.4,5.7871,13.5396,8.8881,0.8807
"2023,2024,2025",6.5,0.08,8.0,0.2,2125,0.6,0.4,5.7871,13.5396,8.8881,0.8807
"2023,2024,2025",6.5,0.12,8.0,0.2,2125,0.6,0.4,5.7871,13.5396,8.8881,0.8807
"2023,2024,2025",6.5,0.0,8.0,0.35,2125,0.6,0.4,5.8158,13.5502,8.9095,0.8805
"2023,2024,2025",6.5,0.05,8.0,0.35,2125,0.6,0.4,5.8158,13.5502,8.9095,0.8805
"2023,2024,2025",6.5,0.08,8.0,0.35,2125,0.6,0.4,5.8158,13.5502,8.9095,0.8805
"2023,2024,2025",6.5,0.12,8.0,0.35,2125,0.6,0.4,5.8158,13.5502,8.9095,0.8805
"2023,2024,2025",6.5,0.0,8.0,0.5,2125,0.6,0.4,5.8347,13.556,8.9232,0.8803
"2023,2024,2025",6.5,0.05,8.0,0.5,2125,0.6,0.4,5.8347,13.556,8.9232,0.8803
"2023,2024,2025",6.5,0.08,8.0,0.5,2125,0.6,0.4,5.8347,13.556,8.9232,0.8803
"2023,2024,2025",6.5,0.12,8.0,0.5,2125,0.6,0.4,5.8347,13.556,8.9232,0.8803
"2023,2024,2025",6.5,0.0,8.0,0.75,2125,0.6,0.4,5.8583,13.5658,8.9413,0.88
"2023,2024,2025",6.5,0.05,8.0,0.75,2125,0.6,0.4,5.8583,13.5658,8.9413,0.88
"2023,2024,2025",6.5,0.08,8.0,0.75,2125,0.6,0.4,5.8583,13.5658,8.9413,0.88
"2023,2024,2025",6.5,0.12,8.0,0.75,2125,0.6,0.4,5.8583,13.5658,8.9413,0.88
"2023,2024,2025",6.5,0.0,8.0,1.0,2125,0.6,0.4,5.8789,13.577,8.9581,0.8797
"2023,2024,2025",6.5,0.05,8.0,1.0,2125,0.6,0.4,5.8789,13.577,8.9581,0.8797
"2023,2024,2025",6.5,0.08,8.0,1.0,2125,0.6,0.4,5.8789,13.577,8.9581,0.8797
"2023,2024,2025",6.5,0.12,8.0,1.0,2125,0.6,0.4,5.8789,13.577,8.9581,0.8797
