years,prior_decay_games,min_prior_weight,prior_scale,ridge_alpha,games,market_weight,actual_weight,weighted_model_vs_market_mae,weighted_model_vs_actual_mae,weighted_blended_mae,weighted_model_vs_market_corr
"2023,2024,2025",4.0,0.0,12.0,0.75,2125,0.6,0.4,5.2472,13.3055,8.4706,0.884
"2023,2024,2025",4.0,0.05,12.0,0.75,2125,0.6,0.4,5.2472,13.3055,8.4706,0.884
"2023,2024,2025",4.0,0.08,12.0,0.75,2125,0.6,0.4,5.2473,13.3058,8.4707,0.884
"2023,2024,2025",4.0,0.12,12.0,0.75,2125,0.6,0.4,5.2492,13.3095,8.4733,0.884
"2023,2024,2025",4.0,0.0,12.0,1.0,2125,0.6,0.4,5.2584,13.314,8.4807,0.8838
"2023,2024,2025",4.0,0.05,12.0,1.0,2125,0.6,0.4,5.2584,13.314,8.4807,0.8838
"2023,2024,2025",4.0,0.08,12.0,1.0,2125,0.6,0.4,5.2586,13.3142,8.4808,0.8838
"2023,2024,2025",4.0,0.12,12.0,1.0,2125,0.6,0.4,5.261,13.3183,8.4839,0.8839
"2023,2024,2025",5.0,0.12,14.0,0.35,2125,0.6,0.4,5.2744,13.3127,8.4897,0.8798
"2023,2024,2025",5.0,0.0,14.0,0.35,2125,0.6,0.4,5.2746,13.3125,8.4898,0.8798
"2023,2024,2025",5.0,0.05,14.0,0.35,2125,0.6,0.4,5.2746,13.3125,8.4898,0.8798
"2023,2024,2025",5.0,0.08,14.0,0.35,2125,0.6,0.4,5.2746,13.3125,8.4898,0.8798
"2023,2024,2025",5.0,0.12,14.0,0.5,2125,0.6,0.4,5.2904,13.3174,8.5012,0.8791
"2023,2024,2025",5.0,0.0,14.0,0.5,2125,0.6,0.4,5.2905,13.3171,8.5012,0.8791
"2023,2024,2025",5.0,0.05,14.0,0.5,2125,0.6,0.4,5.2905,13.3171,8.5012,0.8791
"2023,2024,2025",5.0,0.08,14.0,0.5,2125,0.6,0.4,5.2905,13.3171,8.5012,0.8791
"2023,2024,2025",4.0,0.08,10.0,0.1,2125,0.6,0.4,5.2857,13.3364,8.506,0.8839
"2023,2024,2025",4.0,0.0,10.0,0.1,2125,0.6,0.4,5.2859,13.3362,8.506,0.8838
"2023,2024,2025",4.0,0.05,10.0,0.1,2125,0.6,0.4,5.2859,13.3362,8.506,0.8838
"2023,2024,2025",4.0,0.12,10.0,0.1,2125,0.6,0.4,5.2865,13.3388,8.5074,0.8839
"2023,2024,2025",4.0,0.08,10.0,0.2,2125,0.6,0.4,5.3003,13.3367,8.5149,0.8842
"2023,2024,2025",4.0,0.0,10.0,0.2,2125,0.6,0.4,5.3005,13.3365,8.5149,0.8842
"2023,2024,2025",4.0,0.05,10.0,0.2,2125,0.6,0.4,5.3005,13.3365,8.5149,0.8842
"2023,2024,2025",5.0,0.12,14.0,0.75,2125,0.6,0.4,5.3096,13.3244,8.5155,0.8785
"2023,2024,2025",5.0,0.0,14.0,0.75,2125,0.6,0.4,5.3097,13.3241,8.5155,0.8785
"2023,2024,2025",5.0,0.05,14.0,0.75,2125,0.6,0.4,5.3097,13.3241,8.5155,0.8785
"2023,2024,2025",5.0,0.08,14.0,0.75,2125,0.6,0.4,5.3097,13.3241,8.5155,0.8785
"2023,2024,2025",4.0,0.12,10.0,0.2,2125,0.6,0.4,5.3014,13.3392,8.5165,0.8843
"2023,2024,2025",4.0,0.08,10.0,0.35,2125,0.6,0.4,5.3163,13.3407,8.526,0.8847
"2023,2024,2025",4.0,0.0,10.0,0.35,2125,0.6,0.4,5.3164,13.3405,8.5261,0.8846
"2023,2024,2025",4.0,0.05,10.0,0.35,2125,0.6,0.4,5.3164,13.3405,8.5261,0.8846
"2023,2024,2025",5.0,0.12,12.0,0.1,2125,0.6,0.4,5.3217,13.3367,8.5277,0.8819
"2023,2024,2025",5.0,0.0,12.0,0.1,2125,0.6,0.4,5.3219,13.3364,8.5277,0.8819
"2023,2024,2025",5.0,0.05,12.0,0.1,2125,0.6,0.4,5.3219,13.3364,8.5277,0.8819
"2023,2024,2025",5.0,0.08,12.0,0.1,2125,0.6,0.4,5.3219,13.3364,8.5277,0.8819
"2023,2024,2025",4.0,0.12,10.0,0.35,2125,0.6,0.4,5.3176,13.3435,8.528,0.8847
"2023,2024,2025",4.0,0.08,10.0,0.5,2125,0.6,0.4,5.3235,13.3418,8.5308,0.8848
"2023,2024,2025",4.0,0.0,10.0,0.5,2125,0.6,0.4,5.3237,13.3416,8.5309,0.8848
"2023,2024,2025",4.0,0.05,10.0,0.5,2125,0.6,0.4,5.3237,13.3416,8.5309,0.8848
"2023,2024,2025",5.0,0.0,14.0,1.0,2125,0.6,0.4,5.3297,13.3357,8.5321,0.8779
"2023,2024,2025",5.0,0.05,14.0,1.0,2125,0.6,0.4,5.3297,13.3357,8.5321,0.8779
"2023,2024,2025",5.0,0.08,14.0,1.0,2125,0.6,0.4,5.3297,13.3357,8.5321,0.8779
"2023,2024,2025",5.0,0.12,14.0,1.0,2125,0.6,0.4,5.3297,13.3361,8.5322,0.8779
"2023,2024,2025",4.0,0.12,10.0,0.5,2125,0.6,0.4,5.3252,13.3449,8.5331,0.8849
"2023,2024,2025",4.0,0.0,10.0,0.75,2125,0.6,0.4,5.3311,13.3439,8.5362,0.885
"2023,2024,2025",4.0,0.05,10.0,0.75,2125,0.6,0.4,5.3311,13.3439,8.5362,0.885
"2023,2024,2025",4.0,0.08,10.0,0.75,2125,0.6,0.4,5.331,13.3441,8.5363,0.8849
"2023,2024,2025",4.0,0.12,10.0,0.75,2125,0.6,0.4,5.3331,13.3477,8.539,0.885
"2023,2024,2025",5.0,0.12,12.0,0.2,2125,0.6,0.4,5.3424,13.3427,8.5425,0.8815
"2023,2024,2025",5.0,0.0,12.0,0.2,2125,0.6,0.4,5.3426,13.3425,8.5425,0.8815
"2023,2024,2025",5.0,0.05,12.0,0.2,2125,0.6,0.4,5.3426,13.3425,8.5425,0.8815
"2023,2024,2025",5.0,0.08,12.0,0.2,2125,0.6,0.4,5.3426,13.3425,8.5425,0.8815
"2023,2024,2025",4.0,0.08,10.0,1.0,2125,0.6,0.4,5.3409,13.3519,8.5453,0.8851
"2023,2024,2025",4.0,0.0,10.0,1.0,2125,0.6,0.4,5.341,13.3517,8.5453,0.885
"2023,2024,2025",4.0,0.05,10.0,1.0,2125,0.6,0.4,5.341,13.3517,8.5453,0.885
"2023,2024,2025",4.0,0.12,10.0,1.0,2125,0.6,0.4,5.3434,13.356,8.5485,0.885
"2023,2024,2025",5.0,0.12,12.0,0.35,2125,0.6,0.4,5.3676,13.3524,8.5615,0.8811
"2023,2024,2025",5.0,0.0,12.0,0.35,2125,0.6,0.4,5.3678,13.3522,8.5616,0.881
"2023,2024,2025",5.0,0.05,12.0,0.35,2125,0.6,0.4,5.3678,13.3522,8.5616,0.881
"2023,2024,2025",5.0,0.08,12.0,0.35,2125,0.6,0.4,5.3678,13.3522,8.5616,0.881
"2023,2024,2025",6.5,0.0,14.0,0.1,2125,0.6,0.4,5.3718,13.347,8.5619,0.8775
"2023,2024,2025",6.5,0.05,14.0,0.1,2125,0.6,0.4,5.3718,13.347,8.5619,0.8775
"2023,2024,2025",6.5,0.08,14.0,0.1,2125,0.6,0.4,5.3718,13.347,8.5619,0.8775
"2023,2024,2025",6.5,0.12,14.0,0.1,2125,0.6,0.4,5.3718,13.347,8.5619,0.8775
"2023,2024,2025",5.0,0.12,12.0,0.5,2125,0.6,0.4,5.3817,13.3564,8.5716,0.8808
"2023,2024,2025",5.0,0.0,12.0,0.5,2125,0.6,0.4,5.3818,13.3561,8.5716,0.8808
"2023,2024,2025",5.0,0.05,12.0,0.5,2125,0.6,0.4,5.3818,13.3561,8.5716,0.8808
"2023,2024,2025",5.0,0.08,12.0,0.5,2125,0.6,0.4,5.3818,13.3561,8.5716,0.8808
"2023,2024,2025",4.0,0.08,8.0,0.1,2125,0.6,0.4,5.3812,13.3852,8.5828,0.8834
"2023,2024,2025",4.0,0.0,8.0,0.1,2125,0.6,0.4,5.3814,13.385,8.5828,0.8834
"2023,2024,2025",4.0,0.05,8.0,0.1,2125,0.6,0.4,5.3814,13.385,8.5828,0.8834
"2023,2024,2025",6.5,0.0,14.0,0.2,2125,0.6,0.4,5.4009,13.3579,8.5837,0.8761
"2023,2024,2025",6.5,0.05,14.0,0.2,2125,0.6,0.4,5.4009,13.3579,8.5837,0.8761
"2023,2024,2025",6.5,0.08,14.0,0.2,2125,0.6,0.4,5.4009,13.3579,8.5837,0.8761
"2023,2024,2025",6.5,0.12,14.0,0.2,2125,0.6,0.4,5.4009,13.3579,8.5837,0.8761
"2023,2024,2025",5.0,0.0,12.0,0.75,2125,0.6,0.4,5.3991,13.3624,8.5844,0.8805
"2023,2024,2025",5.0,0.05,12.0,0.75,2125,0.6,0.4,5.3991,13.3624,8.5844,0.8805
"2023,2024,2025",5.0,0.08,12.0,0.75,2125,0.6,0.4,5.3991,13.3624,8.5844,0.8805
"2023,2024,2025",5.0,0.12,12.0,0.75,2125,0.6,0.4,5.3991,13.3626,8.5845,0.8805
"2023,2024,2025",4.0,0.12,8.0,0.1,2125,0.6,0.4,5.3823,13.3882,8.5847,0.8835
"2023,2024,2025",4.0,0.08,8.0,0.2,2125,0.6,0.4,5.3936,13.3846,8.59,0.8843
"2023,2024,2025",4.0,0.0,8.0,0.2,2125,0.6,0.4,5.3939,13.3845,8.5901,0.8843
"2023,2024,2025",4.0,0.05,8.0,0.2,2125,0.6,0.4,5.3939,13.3845,8.5901,0.8843
"2023,2024,2025",4.0,0.12,8.0,0.2,2125,0.6,0.4,5.3952,13.3876,8.5921,0.8844
"2023,2024,2025",5.0,0.0,12.0,1.0,2125,0.6,0.4,5.4172,13.373,8.5995,0.8801
"2023,2024,2025",5.0,0.05,12.0,1.0,2125,0.6,0.4,5.4172,13.373,8.5995,0.8801
"2023,2024,2025",5.0,0.08,12.0,1.0,2125,0.6,0.4,5.4172,13.373,8.5995,0.8801
"2023,2024,2025",5.0,0.12,12.0,1.0,2125,0.6,0.4,5.4172,13.3733,8.5996,0.8801
"2023,2024,2025",4.0,0.08,8.0,0.35,2125,0.6,0.4,5.4082,13.3877,8.6,0.8848
"2023,2024,2025",4.0,0.0,8.0,0.35,2125,0.6,0.4,5.4085,13.3876,8.6001,0.8848
"2023,2024,2025",4.0,0.05,8.0,0.35,2125,0.6,0.4,5.4085,13.3876,8.6001,0.8848
"2023,2024,2025",4.0,0.12,8.0,0.35,2125,0.6,0.4,5.4099,13.3909,8.6023,0.885
"2023,2024,2025",4.0,0.08,8.0,0.5,2125,0.6,0.4,5.4146,13.3887,8.6043,0.8853
"2023,2024,2025",4.0,0.0,8.0,0.5,2125,0.6,0.4,5.4149,13.3886,8.6044,0.8852
"2023,2024,2025",4.0,0.05,8.0,0.5,2125,0.6,0.4,5.4149,13.3886,8.6044,0.8852
"2023,2024,2025",4.0,0.12,8.0,0.5,2125,0.6,0.4,5.4166,13.3922,8.6068,0.8853
"2023,2024,2025",4.0,0.08,8.0,0.75,2125,0.6,0.4,5.4212,13.3912,8.6092,0.8857
"2023,2024,2025",4.0,0.0,8.0,0.75,2125,0.6,0.4,5.4214,13.391,8.6092,0.8857
"2023,2024,2025",4.0,0.05,8.0,0.75,2125,0.6,0.4,5.4214,13.391,8.6092,0.8857
"2023,2024,2025",5.0,0.12,10.0,0.1,2125,0.6,0.4,5.4275,13.3876,8.6115,0.8825
