year,week,home_team,away_team,model_home_margin,market_home_margin,actual_home_margin,model_vs_market_error,model_vs_actual_error,actual_vs_market_error
2025,14,Delaware,UTEP,5.172,4.5,30.0,0.672,-24.828,25.5
2025,14,Virginia,Virginia Tech,6.861,8.667,20.0,-1.806,-13.139,11.333
2025,14,South Florida,Rice,20.115,28.333,49.0,-8.218,-28.885,20.667
2025,14,NC State,North Carolina,10.474,7.167,23.0,3.307,-12.526,15.833
2025,14,Marshall,Georgia Southern,5.581,10.333,-5.0,-4.752,10.581,-15.333
2025,14,Syracuse,Boston College,4.161,-2.833,-22.0,6.994,26.161,-19.167
2025,14,Rutgers,Penn State,-14.128,-14.167,-4.0,0.039,-10.128,10.167
2025,14,Pittsburgh,Miami,-12.82,-6.5,-31.0,-6.32,18.18,-24.5
2025,14,Florida Atlantic,East Carolina,-9.754,-6.833,-39.0,-2.921,29.246,-32.167
2025,14,South Carolina,Clemson,-0.991,2.5,-14.0,-3.491,13.009,-16.5
2025,14,Florida,Florida State,6.73,-1.333,19.0,8.063,-12.27,20.333
2025,14,West Virginia,Texas Tech,-18.655,-24.333,-49.0,5.679,30.345,-24.667
2025,14,New Mexico,San Diego State,-0.475,-1.333,6.0,0.858,-6.475,7.333
2025,14,USC,UCLA,20.303,21.333,19.0,-1.03,1.303,-2.333
2025,14,Mississippi State,Ole Miss,-11.607,-7.333,-19.0,-4.273,7.393,-11.667
2025,14,BYU,UCF,8.25,17.5,20.0,-9.25,-11.75,2.5
2025,14,New Mexico State,Middle Tennessee,-3.381,3.333,-7.0,-6.714,3.619,-10.333
2025,14,Eastern Michigan,Western Michigan,0.438,-9.833,-10.0,10.271,10.438,-0.167
2025,14,Missouri State,Louisiana Tech,-1.399,2.5,-12.0,-3.899,10.601,-14.5
2025,14,Tennessee,Vanderbilt,5.838,2.333,-21.0,3.505,26.838,-23.333
2025,14,Michigan,Ohio State,-10.168,-9.5,-18.0,-0.668,7.832,-8.5
2025,14,Louisville,Kentucky,6.812,-0.667,41.0,7.479,-34.188,41.667
2025,14,Duke,Wake Forest,11.215,2.5,17.0,8.715,-5.785,14.5
2025,14,Liberty,Kennesaw State,8.101,-2.5,-6.0,10.601,14.101,-3.5
2025,14,Baylor,Houston,9.316,2.5,-7.0,6.816,16.316,-9.5
2025,14,Central Michigan,Toledo,-11.019,-11.167,-18.0,0.148,6.981,-6.833
2025,14,Arkansas,Missouri,0.393,-4.5,-14.0,4.893,14.393,-9.5
2025,14,North Texas,Temple,17.61,20.333,27.0,-2.723,-9.39,6.667
2025,14,TCU,Cincinnati,7.318,3.167,22.0,4.151,-14.682,18.833
2025,14,App State,Arkansas State,6.012,-0.667,-1.0,6.678,7.012,-0.333
2025,14,Minnesota,Wisconsin,0.405,-2.5,10.0,2.905,-9.595,12.5
2025,14,Coastal Carolina,James Madison,-16.873,-24.0,-49.0,7.127,32.127,-25.0
2025,14,Washington State,Oregon State,5.703,14.167,24.0,-8.464,-18.297,9.833
2025,14,California,SMU,-9.534,-13.5,3.0,3.966,-12.534,16.5
2025,14,San José State,Fresno State,0.258,-3.333,-27.0,3.591,27.258,-23.667
2025,14,Nevada,UNLV,-11.497,-7.5,-25.0,-3.997,13.503,-17.5
2025,14,Northern Illinois,Kent State,14.725,5.0,-4.0,9.725,18.725,-9.0
2025,14,Buffalo,Ohio,-6.307,-7.167,-5.0,0.86,-1.307,2.167
2025,14,Jacksonville State,Western Kentucky,1.436,-1.5,3.0,2.936,-1.564,4.5
2025,15,Western Michigan,Miami (OH),-1.902,2.375,10.0,-4.277,-11.902,7.625
2025,15,Jacksonville State,Kennesaw State,1.124,-1.875,-4.0,2.999,5.124,-2.125
2025,15,Texas Tech,BYU,12.002,12.75,27.0,-0.748,-14.998,14.25
2025,15,Ohio State,Indiana,7.802,4.0,-3.0,3.802,10.802,-7.0
2025,15,Boise State,UNLV,7.985,5.375,17.0,2.61,-9.015,11.625
2025,15,Virginia,Duke,-0.421,3.5,-7.0,-3.921,6.579,-10.5
2025,15,Alabama,Georgia,-0.64,-1.75,-21.0,1.11,20.36,-19.25
2025,15,Tulane,North Texas,3.009,-1.625,13.0,4.634,-9.991,14.625
2025,15,James Madison,Troy,17.868,24.0,17.0,-6.132,0.868,-7.0
2025,16,Navy,Army,9.237,5.5,1.0,3.737,8.237,-4.5
