ap_latest_rank,ap_preseason_rank,avg_closing_spread,avg_closing_total,avg_cover_margin,avg_lines_per_game,avg_margin,avg_opponent_postgame_elo,avg_opponent_pregame_elo,avg_points_against,avg_points_for,avg_team_postgame_elo,avg_team_pregame_elo,classification,coaches_latest_rank,coaches_preseason_rank,conference,defense_explosiveness_allowed,defense_havoc_created,defense_line_yards_allowed,defense_passing_down_success_rate_allowed,defense_points_per_opportunity_allowed,defense_ppa_allowed,defense_standard_down_success_rate_allowed,defense_success_rate_allowed,fbs_avg_margin,fbs_avg_opponent_postgame_elo,fbs_avg_opponent_pregame_elo,fbs_games,fbs_losses,fbs_margin_sum,fbs_opponent_postgame_elo_sum,fbs_opponent_pregame_elo_sum,fbs_win_pct,fbs_wins,games_played,games_with_lines,latest_team_postgame_elo,line_count_sum,losses,margin_sum,offense_explosiveness,offense_havoc_allowed,offense_line_yards,offense_passing_down_success_rate,offense_points_per_opportunity,offense_ppa,offense_standard_down_success_rate,offense_success_rate,opponent_postgame_elo_sum,opponent_pregame_elo_sum,points_against,points_for,recent_avg_cover_margin,recent_avg_margin,recent_fbs_avg_margin,recent_fbs_win_pct,recent_win_pct,talent,team,team_id,win_pct,wins
,,-18.167,56.917,12.833,2.5,31.0,839.0,840.5,9.0,40.0,1466.5,1465.0,fbs,,,Big 12,1.111447,0.164,2.062025,0.245614,1.7,-0.099014,0.324675,0.291045,-5.0,1678.0,1681.0,1,1,-5,1678.0,1681.0,0.0,0,2,2,1468.0,5.0,1,62,1.41984,0.155,3.010714,0.289474,5.076923,0.14613,0.5,0.431034,1678.0,1681.0,18,80,11.968,28.081,-5.0,0.0,0.4595,672.14,UCF,2116,0.5,1
17,21,-25.417,58.0,17.083,2.5,42.5,745.0,773.5,12.0,54.5,1845.5,1817.0,fbs,17,21,Big 12,1.43696,0.206,2.598148,0.30303,2.666667,-0.018015,0.346667,0.326241,33.0,1490.0,1547.0,1,0,33,1490.0,1547.0,1.0,1,2,2,1874.0,5.0,0,85,1.359044,0.093,3.818293,0.576923,6.0,0.408565,0.535088,0.542857,1490.0,1547.0,24,109,17.333,41.73,33.0,1.0,1.0,695.72,Utah,254,1.0,2
,,-31.25,55.833,-5.25,3.0,26.0,635.0,637.5,15.5,41.5,1365.0,1362.5,fbs,,,Big 12,1.207287,0.217,2.3,0.3,2.181818,-0.036149,0.477273,0.413043,7.0,1270.0,1275.0,1,0,7,1270.0,1275.0,1.0,1,2,2,1365.0,6.0,0,52,1.193693,0.093,3.158559,0.333333,3.928571,0.273215,0.523364,0.478571,1270.0,1275.0,31,83,-4.541,27.541,7.0,1.0,1.0,707.6,West Virginia,277,1.0,2
,,-16.083,52.833,-8.583,3.0,7.5,1512.0,1525.0,27.0,34.5,1592.0,1579.0,fbs,,,Big Ten,1.282465,0.125,3.024691,0.35,3.615385,0.249729,0.479167,0.441176,7.5,1512.0,1525.0,2,1,15,3024.0,3050.0,0.5,1,2,2,1589.0,6.0,1,15,1.202897,0.053,2.934483,0.461538,5.0,0.212403,0.534091,0.517544,3024.0,3050.0,54,69,-8.725,6.568,6.568,0.4595,0.4595,704.01,Illinois,356,0.5,1
4,6,-48.667,61.917,-3.167,3.0,45.5,795.0,819.5,8.0,53.5,2122.5,2098.0,fbs,4,6,Big Ten,1.518794,0.203,2.44,0.22449,2.285714,-0.144723,0.318841,0.279661,36.0,1590.0,1639.0,1,0,36,1590.0,1639.0,1.0,1,2,2,2132.0,6.0,0,91,1.571688,0.12,3.413514,0.527778,6.214286,0.582635,0.541667,0.537037,1590.0,1639.0,16,107,-3.113,46.27,36.0,1.0,1.0,735.26,Indiana,84,1.0,2
18,22,-22.833,43.5,-1.333,3.0,21.5,1427.0,1454.0,6.5,28.0,1846.0,1819.0,fbs,20,22,Big Ten,1.210529,0.177,2.284746,0.195652,3.25,-0.181211,0.253731,0.230088,21.5,1427.0,1454.0,2,0,43,2854.0,2908.0,1.0,2,2,2,1845.0,6.0,0,43,1.103343,0.101,3.1,0.219512,2.866667,0.001619,0.479592,0.402878,2854.0,2908.0,13,56,-2.117,20.0,20.0,1.0,1.0,722.73,Iowa,2294,1.0,2
,,-28.5,54.417,14.5,3.0,43.0,706.5,742.0,7.0,50.0,1459.5,1424.0,fbs,,,Big Ten,1.247056,0.219,1.4,0.212766,4.666667,-0.256458,0.310345,0.266667,24.0,1413.0,1484.0,1,0,24,1413.0,1484.0,1.0,1,2,2,1495.0,6.0,0,86,1.275791,0.114,3.572368,0.432432,4.3,0.361152,0.561983,0.531646,1413.0,1484.0,14,100,14.338,41.459,24.0,1.0,1.0,719.64,Maryland,120,1.0,2
19,16,-11.167,46.667,-7.167,3.0,4.0,1658.5,1664.5,11.0,15.0,1694.0,1688.0,fbs,19,16,Big Ten,1.01264,0.164,2.907042,0.244444,2.2,-0.08984,0.393258,0.343284,4.0,1658.5,1664.5,2,0,8,3317.0,3329.0,1.0,2,2,2,1702.0,6.0,0,8,1.319303,0.189,2.932258,0.352941,2.666667,0.084463,0.347222,0.349057,3317.0,3329.0,22,30,-5.599,4.243,4.243,1.0,1.0,890.02,Michigan,130,1.0,2
,,-13.75,49.083,5.25,3.0,19.0,1430.5,1475.0,13.5,32.5,1498.0,1453.5,fbs,,,Big Ten,1.361962,0.232,2.629268,0.294118,3.0,0.067486,0.409836,0.368421,19.0,1430.5,1475.0,2,0,38,2861.0,2950.0,1.0,2,2,2,1528.0,6.0,0,38,1.134373,0.127,3.244444,0.307692,3.555556,0.142626,0.504202,0.455696,2861.0,2950.0,27,65,5.676,19.73,19.73,1.0,1.0,685.02,Michigan State,127,1.0,2
,,-21.417,53.167,-7.917,2.5,13.5,821.0,792.0,22.5,36.0,1481.0,1510.0,fbs,,,Big Ten,1.137477,0.178,2.710959,0.243243,4.090909,0.10872,0.461538,0.391304,-25.0,1642.0,1584.0,1,1,-25,1642.0,1584.0,0.0,0,2,2,1452.0,5.0,1,27,1.006298,0.13,2.288462,0.257143,3.923077,0.123948,0.572816,0.492754,1642.0,1584.0,45,72,-9.329,10.378,-25.0,0.0,0.4595,728.79,Minnesota,135,0.5,1
,,-27.083,47.917,11.417,3.0,38.5,1272.5,1356.0,14.0,52.5,1648.5,1565.0,fbs,,,Big Ten,1.254976,0.212,3.05,0.119048,3.375,0.051734,0.460526,0.338983,38.5,1272.5,1356.0,2,0,77,2545.0,2712.0,1.0,2,2,2,1705.0,6.0,0,77,1.453437,0.107,3.820548,0.617647,6.0,0.517566,0.537736,0.557143,2545.0,2712.0,28,105,11.991,39.351,39.351,1.0,1.0,787.45,Nebraska,158,1.0,2
,,-13.5,49.167,2.5,3.0,16.0,0.0,0.0,18.0,34.0,1549.0,1549.0,fbs,,,Big Ten,1.057641,0.189,3.305263,0.307692,2.714286,0.089973,0.46875,0.422222,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,1,1,1549.0,3.0,0,16,1.48504,0.127,3.95,0.315789,4.5,0.479649,0.611111,0.509091,0.0,0.0,18,34,2.5,16.0,0.0,0.0,1.0,688.32,Northwestern,77,1.0,1
6,1,-24.0,53.25,2.0,3.0,26.0,1514.0,1543.0,13.5,39.5,1984.5,1955.5,fbs,6,1,Big Ten,1.097576,0.186,2.36129,0.28,3.857143,-0.112248,0.411111,0.364286,26.0,1514.0,1543.0,2,1,52,3028.0,3086.0,0.5,1,2,2,1983.0,6.0,1,52,1.4069,0.124,3.117742,0.292683,4.142857,0.379948,0.5625,0.481752,3028.0,3086.0,27,79,1.946,23.811,23.811,0.4595,0.4595,964.27,Ohio State,194,0.5,1
21,2,-24.333,53.833,-24.833,3.0,-0.5,1421.5,1387.0,33.0,32.5,1842.0,1876.5,fbs,18,2,Big Ten,1.089612,0.123,2.938356,0.227273,3.3125,0.001815,0.472727,0.402597,-0.5,1421.5,1387.0,2,1,-1,2843.0,2774.0,0.5,1,2,2,1811.0,6.0,1,-1,1.566587,0.152,3.2,0.288889,3.625,0.049428,0.4375,0.384,2843.0,2774.0,66,65,-25.414,-1.108,-1.108,0.4595,0.4595,984.33,Oregon,2483,0.5,1
14,18,-23.833,51.5,7.667,3.0,31.5,1356.0,1395.0,4.5,36.0,1885.5,1846.5,fbs,15,17,Big Ten,1.037254,0.177,2.258929,0.25,2.0,-0.135085,0.402597,0.353982,31.5,1356.0,1395.0,2,0,63,2712.0,2790.0,1.0,2,2,2,1880.0,6.0,0,63,1.246526,0.08,2.545,0.333333,4.0625,0.322217,0.518519,0.478261,2712.0,2790.0,9,72,6.532,30.405,30.405,1.0,1.0,774.04,Penn State,213,1.0,2
,,-16.25,53.5,-4.75,3.0,11.5,754.0,758.0,28.5,40.0,1322.0,1318.0,fbs,,,Big Ten,1.510552,0.179,2.571667,0.418605,4.0,0.213656,0.418919,0.418803,-2.0,1508.0,1516.0,1,1,-2,1508.0,1516.0,0.0,0,2,2,1326.0,6.0,1,23,1.130462,0.12,3.182667,0.368421,3.166667,0.310894,0.541667,0.5,1508.0,1516.0,57,80,-4.311,10.405,-2.0,0.0,0.4595,698.33,Purdue,2509,0.5,1
,,-13.167,54.167,-24.667,3.0,-11.5,1228.0,1174.0,32.5,21.0,1376.0,1430.0,fbs,,,Big Ten,1.120398,0.109,3.16338,0.333333,4.071429,0.155891,0.488889,0.44186,-11.5,1228.0,1174.0,2,2,-23,2456.0,2348.0,0.0,0,2,2,1371.0,6.0,2,-23,1.46978,0.229,2.716949,0.421053,2.545455,-0.052917,0.397849,0.40458,2456.0,2348.0,65,42,-22.991,-11.135,-11.135,0.0,0.0,709.04,Rutgers,164,0.0,0
,,-8.0,53.5,11.5,3.0,19.5,1409.0,1462.0,17.0,36.5,1462.5,1409.5,fbs,,,Big Ten,1.21338,0.192,2.802703,0.226415,3.777778,-0.128718,0.376344,0.321918,19.5,1409.0,1462.0,2,0,39,2818.0,2924.0,1.0,2,2,2,1487.0,6.0,0,39,1.173763,0.133,4.164789,0.266667,4.4,0.241421,0.566667,0.491667,2818.0,2924.0,34,73,10.932,19.378,19.378,1.0,1.0,774.45,UCLA,26,1.0,2
12,14,-29.944,57.0,-5.278,3.0,24.667,1414.0,1444.0,18.667,43.333,1808.0,1778.0,fbs,11,14,Big Ten,1.328029,0.135,2.433766,0.303571,3.2,0.08308,0.40404,0.367742,24.667,1414.0,1444.0,3,0,74,4242.0,4332.0,1.0,3,3,3,1837.0,9.0,0,74,1.097506,0.072,3.249153,0.480769,5.090909,0.305055,0.597633,0.570136,4242.0,4332.0,56,130,-5.633,24.352,24.352,1.0,1.0,899.0,USC,30,1.0,3
19,17,-25.917,53.417,-17.917,3.0,8.0,1491.0,1497.5,12.0,20.0,1759.5,1753.0,fbs,24,19,Big Ten,1.346077,0.278,2.509259,0.25641,2.833333,-0.197022,0.342105,0.313043,8.0,1491.0,1497.5,2,0,16,2982.0,2995.0,1.0,2,2,2,1757.0,6.0,0,16,0.994167,0.092,2.649153,0.166667,2.666667,0.038385,0.533333,0.439716,2982.0,2995.0,24,40,-18.613,7.514,7.514,1.0,1.0,777.63,Washington,264,1.0,2
,,-11.25,49.583,-11.75,3.0,-0.5,1010.5,997.5,25.0,24.5,1465.0,1478.0,fbs,,,Big Ten,0.999589,0.102,3.058571,0.176471,4.3,0.141649,0.505376,0.417323,-28.0,2021.0,1995.0,1,1,-28,2021.0,1995.0,0.0,0,2,2,1455.0,6.0,1,-1,1.426201,0.162,2.873333,0.25,2.071429,0.097285,0.454545,0.384615,2021.0,1995.0,50,49,-12.122,1.73,-28.0,0.0,0.5405,767.68,Wisconsin,275,0.5,1
,,-5.417,55.5,7.583,2.5,13.0,873.0,876.5,21.0,34.0,1407.5,1404.0,fbs,,,Conference USA,1.235851,0.188,2.282759,0.178571,2.333333,-0.151199,0.397727,0.3125,-9.0,1746.0,1753.0,1,1,-9,1746.0,1753.0,0.0,0,2,2,1411.0,5.0,1,26,1.449182,0.241,2.398305,0.259259,4.0,0.084224,0.482759,0.397163,1746.0,1753.0,42,68,7.914,11.216,-9.0,0.0,0.4595,483.48,Delaware,48,0.5,1
,,2.917,50.417,4.417,3.0,1.5,1510.0,1523.5,19.5,21.0,1397.0,1383.5,fbs,,,Conference USA,1.115361,0.172,1.982258,0.2,3.9,-0.04496,0.424658,0.328125,1.5,1510.0,1523.5,2,1,3,3020.0,3047.0,0.5,1,2,2,1409.0,6.0,1,3,1.149228,0.154,2.75,0.275862,2.846154,-0.002803,0.459184,0.391026,3020.0,3047.0,39,42,4.41,2.432,2.432,0.5405,0.5405,607.56,Florida International,2229,0.5,1
,,-4.667,49.278,0.0,3.0,4.667,962.0,939.333,23.0,27.667,1428.667,1451.333,fbs,,,Conference USA,1.083073,0.141,2.94065,0.241379,3.071429,-0.008757,0.464286,0.39899,-14.0,1443.0,1409.0,2,2,-28,2886.0,2818.0,0.0,0,3,3,1426.0,9.0,2,14,1.215943,0.152,2.808654,0.36,3.0,0.141824,0.503546,0.465969,2886.0,2818.0,69,83,-0.019,4.296,-13.027,0.0,0.3148,602.83,Jacksonville State,55,0.3333,1
,,-14.917,53.0,1.583,2.5,16.5,643.5,620.5,15.5,32.0,1350.0,1373.0,fbs,,,Conference USA,1.100275,0.106,2.725714,0.238095,3.75,-0.017089,0.407407,0.349593,-14.0,1287.0,1241.0,1,1,-14,1287.0,1241.0,0.0,0,2,2,1327.0,5.0,1,33,1.135867,0.15,3.104545,0.219512,4.333333,0.130039,0.616162,0.5,1287.0,1241.0,31,64,-0.275,14.027,-14.0,0.0,0.4595,502.86,Kennesaw State,338,0.5,1
,,-11.417,53.0,-14.417,3.0,-3.0,888.0,885.0,21.5,18.5,1697.0,1700.0,fbs,,,Conference USA,1.348147,0.211,2.673016,0.268293,2.636364,0.029508,0.390244,0.349593,-7.0,1776.0,1770.0,1,1,-7,1776.0,1770.0,0.0,0,2,2,1697.0,6.0,1,-6,1.22483,0.184,2.934615,0.333333,1.769231,-0.116102,0.409091,0.382353,1776.0,1770.0,43,37,-15.505,-2.676,-7.0,0.0,0.5405,633.35,Liberty,2335,0.5,1
,,-5.083,55.75,5.917,3.0,11.0,694.0,694.5,21.0,32.0,1276.5,1276.0,fbs,,,Conference USA,1.152405,0.142,2.98,0.25,2.1,0.117967,0.506173,0.433628,-2.0,1388.0,1389.0,1,1,-2,1388.0,1389.0,0.0,0,2,2,1277.0,6.0,1,22,1.156626,0.1,4.106977,0.315789,4.636364,0.26273,0.52439,0.458333,1388.0,1389.0,42,64,6.275,9.946,-2.0,0.0,0.4595,571.5,Middle Tennessee,2393,0.5,1
,,11.25,53.417,3.25,3.0,-8.0,924.5,874.0,32.0,24.0,1276.0,1326.5,fbs,,,Conference USA,1.006881,0.179,3.46962,0.361702,4.133333,0.190994,0.571429,0.503448,-50.0,1849.0,1748.0,1,1,-50,1849.0,1748.0,0.0,0,2,2,1268.0,6.0,1,-16,1.333573,0.15,2.774667,0.184211,4.666667,0.066881,0.45122,0.366667,1849.0,1748.0,64,48,4.392,-4.595,-50.0,0.0,0.5405,549.92,Missouri State,2623,0.5,1
,,3.111,52.056,6.444,3.0,3.333,994.333,987.667,25.667,29.0,1262.333,1269.0,fbs,,,Conference USA,1.162392,0.129,2.953933,0.308824,3.944444,0.095882,0.470149,0.415842,-13.5,1491.5,1481.5,2,2,-27,2983.0,2963.0,0.0,0,3,3,1261.0,9.0,2,10,1.426133,0.159,3.207692,0.383333,4.133333,0.154792,0.460993,0.437811,2983.0,2963.0,77,87,5.948,2.593,-13.216,0.0,0.3148,460.38,New Mexico State,166,0.3333,1
,,14.167,52.167,9.667,3.0,-4.5,1345.5,1345.0,23.5,19.0,1162.5,1163.0,fbs,,,Conference USA,1.588901,0.203,2.918919,0.245614,2.615385,0.08013,0.383721,0.328671,-4.5,1345.5,1345.0,2,2,-9,2691.0,2690.0,0.0,0,2,2,1161.0,6.0,2,-9,1.180315,0.222,2.097826,0.340909,3.1,0.067928,0.505495,0.451852,2691.0,2690.0,47,38,9.383,-4.622,-4.622,0.0,0.0,554.47,Sam Houston,2534,0.0,0
,,19.833,53.583,-22.667,3.0,-42.5,1705.0,1611.0,59.5,17.0,1288.5,1382.5,fbs,,,Conference USA,1.622339,0.107,3.590789,0.413793,6.0,0.527376,0.532609,0.504132,-42.5,1705.0,1611.0,2,2,-85,3410.0,3222.0,0.0,0,2,2,1250.0,6.0,2,-85,1.103143,0.165,2.728947,0.25,3.5,-0.06667,0.43617,0.360759,3410.0,3222.0,119,34,-21.613,-43.108,-43.108,0.0,0.0,611.52,Western Kentucky,98,0.0,0
3,4,-32.75,50.333,7.25,3.0,40.0,1311.0,1348.5,6.5,46.5,2045.5,2008.0,fbs,3,5,FBS Independents,1.364625,0.241,2.101613,0.209302,0.6,-0.161986,0.369231,0.305556,40.0,1311.0,1348.5,2,0,80,2622.0,2697.0,1.0,2,2,2,2070.0,6.0,0,80,1.179401,0.1,2.773016,0.233333,5.266667,0.388294,0.59,0.507692,2622.0,2697.0,13,93,7.257,40.973,40.973,1.0,1.0,953.03,Notre Dame,87,1.0,2
,,-4.667,52.0,7.833,3.0,12.5,747.5,712.0,22.5,35.0,1448.5,1484.0,fbs,,,FBS Independents,1.170459,0.152,2.532812,0.277778,3.166667,0.046804,0.43299,0.377483,-24.0,1495.0,1424.0,1,1,-24,1495.0,1424.0,0.0,0,2,2,1413.0,6.0,1,25,1.549719,0.134,2.877941,0.325581,5.090909,0.284151,0.47619,0.425197,1495.0,1424.0,45,70,6.185,9.541,-24.0,0.0,0.4595,652.56,UConn,41,0.5,1
,,0.5,48.0,7.0,3.0,6.5,758.0,760.0,24.0,30.5,917.0,915.0,fbs,,,Mid-American,1.506265,0.168,2.175,0.326087,4.125,0.159829,0.383562,0.361345,-22.0,1516.0,1520.0,1,1,-22,1516.0,1520.0,0.0,0,2,2,905.0,6.0,1,13,0.955397,0.156,3.85,0.444444,5.166667,0.157686,0.552381,0.524823,1516.0,1520.0,48,61,7.122,8.811,-22.0,0.0,0.5405,546.84,Akron,2006,0.5,1
,,18.417,54.25,3.917,3.0,-14.5,993.0,962.5,36.5,22.0,1094.0,1124.5,fbs,,,Mid-American,1.405468,0.145,3.155932,0.282051,5.625,0.306449,0.545455,0.471014,-53.0,1986.0,1925.0,1,1,-53,1986.0,1925.0,0.0,0,2,2,1076.0,6.0,1,-29,1.46861,0.212,2.22037,0.229167,3.333333,-0.016548,0.357143,0.310606,1986.0,1925.0,73,44,4.45,-11.378,-53.0,0.0,0.5405,563.88,Ball State,2050,0.5,1
,,14.417,48.833,-13.583,3.0,-28.0,852.5,796.0,38.0,10.0,1283.5,1340.0,fbs,,,Mid-American,1.379556,0.072,3.461538,0.393939,4.428571,0.327719,0.543478,0.504,-49.0,1705.0,1592.0,1,1,-49,1705.0,1592.0,0.0,0,2,2,1227.0,6.0,2,-56,0.956863,0.164,2.491045,0.166667,2.222222,-0.041942,0.45,0.362069,1705.0,1592.0,76,20,-13.982,-29.703,-49.0,0.0,0.0,568.33,Bowling Green,189,0.0,0
,,-4.917,47.5,-9.417,2.5,-4.5,704.5,692.5,25.0,20.5,1353.0,1365.0,fbs,,,Mid-American,1.291615,0.171,2.677941,0.265625,3.142857,0.028654,0.409091,0.348684,-13.0,1409.0,1385.0,1,1,-13,1409.0,1385.0,0.0,0,2,2,1341.0,5.0,1,-9,1.368265,0.163,2.406897,0.233333,4.555556,0.0688,0.387097,0.326797,1409.0,1385.0,50,41,-9.005,-5.189,-13.0,0.0,0.4595,549.31,Buffalo,2084,0.5,1
,,-3.75,48.167,-17.75,3.0,-14.0,779.0,748.0,24.0,10.0,1256.0,1287.0,fbs,,,Mid-American,0.90571,0.141,3.10274,0.272727,3.357143,0.064514,0.516484,0.437037,-31.0,1558.0,1496.0,1,1,-31,1558.0,1496.0,0.0,0,2,2,1253.0,6.0,1,-28,1.257498,0.196,3.108696,0.214286,3.0,-0.125624,0.357143,0.303571,1558.0,1496.0,48,20,-17.568,-12.622,-31.0,0.0,0.5405,540.01,Central Michigan,2117,0.5,1
,,2.333,52.444,-5.333,3.0,-7.667,1469.0,1458.0,26.333,18.667,1335.333,1346.333,fbs,,,Mid-American,1.253569,0.191,2.938298,0.276316,3.6,0.092061,0.482014,0.409302,-7.667,1469.0,1458.0,3,2,-23,4407.0,4374.0,0.3333,1,3,3,1293.0,9.0,2,-23,1.085441,0.177,2.818182,0.196721,2.882353,-0.030171,0.458015,0.375,4407.0,4374.0,79,56,-5.62,-8.796,-8.796,0.3148,0.3148,580.64,Eastern Michigan,2199,0.3333,1
,,12.75,49.583,-5.25,3.0,-18.0,871.0,815.5,36.0,18.0,1045.5,1101.0,fbs,,,Mid-American,1.11804,0.141,3.803333,0.25,4.769231,0.216631,0.614583,0.523438,-57.0,1742.0,1631.0,1,1,-57,1742.0,1631.0,0.0,0,2,2,1035.0,6.0,1,-36,1.353213,0.172,3.116667,0.222222,3.5,0.041938,0.428571,0.352459,1742.0,1631.0,72,36,-3.959,-14.838,-57.0,0.0,0.5405,522.83,Kent State,2309,0.5,1
,,2.917,54.167,24.417,3.0,21.5,690.5,739.5,15.5,37.0,1062.5,1013.5,fbs,,,Mid-American,1.249017,0.157,2.570968,0.340426,0.833333,-0.090254,0.402299,0.380597,16.0,1381.0,1479.0,1,0,16,1381.0,1479.0,1.0,1,2,2,1049.0,6.0,0,43,1.165695,0.076,3.404545,0.333333,4.153846,0.373499,0.564103,0.504762,1381.0,1479.0,31,74,22.721,21.946,16.0,1.0,1.0,525.94,Massachusetts,113,1.0,2
,,-7.083,47.167,-10.583,3.0,-3.5,840.5,788.0,33.0,29.5,1255.5,1308.0,fbs,,,Mid-American,1.287559,0.098,2.779167,0.4,5.0,0.178554,0.481928,0.455285,-45.0,1681.0,1576.0,1,1,-45,1681.0,1576.0,0.0,0,2,2,1252.0,6.0,1,-7,1.281499,0.096,3.1,0.27027,5.625,0.276403,0.538462,0.452174,1681.0,1576.0,66,59,-9.117,-0.135,-45.0,0.0,0.5405,621.37,Miami (OH),193,0.5,1
,,11.0,48.25,-2.0,3.0,-13.0,1509.0,1483.0,38.0,25.0,1319.0,1345.0,fbs,,,Mid-American,1.342837,0.15,3.115116,0.538462,5.363636,0.328615,0.472222,0.489796,-13.0,1509.0,1483.0,2,1,-26,3018.0,2966.0,0.5,1,2,2,1320.0,6.0,1,-26,1.139205,0.165,3.282432,0.208333,4.111111,0.044676,0.461538,0.374101,3018.0,2966.0,76,50,-1.811,-11.784,-11.784,0.5405,0.5405,522.84,Ohio,195,0.5,1
,,-3.722,51.0,-5.389,2.667,-1.667,983.667,925.0,25.667,24.0,1422.0,1480.667,fbs,,,Mid-American,1.337745,0.144,2.601099,0.177419,3.647059,0.099234,0.468254,0.37234,-28.5,1475.5,1387.5,2,2,-57,2951.0,2775.0,0.0,0,3,3,1324.0,8.0,2,-5,1.105755,0.153,2.482418,0.206349,3.222222,-0.013486,0.5,0.408867,2951.0,2775.0,77,72,-6.654,-4.13,-29.919,0.0,0.3148,561.42,Sacramento State,16,0.3333,1
,,-13.25,50.5,8.25,3.0,21.5,734.0,719.5,20.0,41.5,1572.0,1586.5,fbs,,,Mid-American,1.159275,0.15,2.542254,0.156863,1.923077,-0.131572,0.375,0.29932,-10.0,1468.0,1439.0,1,1,-10,1468.0,1439.0,0.0,0,2,2,1576.0,6.0,1,43,1.849592,0.178,2.633333,0.285714,5.25,0.239246,0.447368,0.389831,1468.0,1439.0,40,83,8.919,24.054,-10.0,0.0,0.5405,556.26,Toledo,2649,0.5,1
,,-0.833,52.167,16.167,3.0,17.0,843.0,845.0,13.5,30.5,1534.0,1532.0,fbs,,,Mid-American,0.960824,0.143,2.962687,0.342857,2.625,-0.020098,0.485714,0.45,-1.0,1686.0,1690.0,1,1,-1,1686.0,1690.0,0.0,0,2,2,1534.0,6.0,1,34,1.212481,0.117,2.866667,0.285714,4.357143,0.179815,0.453488,0.398438,1686.0,1690.0,27,61,15.329,18.459,-1.0,0.0,0.5405,572.2,Western Michigan,2711,0.5,1
,,-14.417,52.167,-0.417,3.0,14.0,783.5,783.0,19.0,33.0,1423.5,1424.0,fbs,,,Mountain West,1.528843,0.142,2.526316,0.210526,4.0,-0.079004,0.367647,0.311321,-6.0,1567.0,1566.0,1,1,-6,1567.0,1566.0,0.0,0,2,2,1423.0,6.0,1,28,0.983688,0.054,4.023967,0.294118,5.166667,0.316872,0.59292,0.52381,1567.0,1566.0,38,66,-0.734,12.378,-6.0,0.0,0.4595,272.35,Air Force,2005,0.5,1
,,0.0,51.444,-5.0,3.0,-5.0,1421.0,1407.667,25.667,20.667,1435.667,1449.0,fbs,,,Mountain West,1.259456,0.146,3.28018,0.26,3.733333,0.129664,0.490323,0.434146,-5.0,1421.0,1407.667,3,2,-15,4263.0,4223.0,0.3333,1,3,3,1432.0,9.0,2,-15,1.162626,0.17,3.098684,0.303371,3.5625,0.032941,0.41844,0.373913,4263.0,4223.0,77,62,-4.583,-4.167,-4.167,0.3704,0.3704,556.82,Hawai'i,62,0.3333,1
,,2.75,51.5,13.75,3.0,11.0,663.5,719.0,17.0,28.0,1456.5,1401.0,fbs,,,Mountain West,0.972073,0.148,2.987342,0.32,3.090909,0.080414,0.505051,0.442953,35.0,1327.0,1438.0,1,0,35,1327.0,1438.0,1.0,1,2,2,1451.0,6.0,1,22,1.328445,0.115,3.619231,0.325581,4.083333,0.12535,0.5,0.442748,1327.0,1438.0,34,56,11.973,9.054,35.0,1.0,0.4595,549.99,Nevada,2440,0.5,1
,,-26.667,50.917,20.333,3.0,47.0,629.5,660.5,7.0,54.0,1561.0,1530.0,fbs,,,Mountain West,1.441273,0.305,1.692727,0.173913,2.333333,-0.298945,0.271186,0.228571,31.0,1259.0,1321.0,1,0,31,1259.0,1321.0,1.0,1,2,2,1564.0,6.0,0,94,1.102432,0.083,3.401064,0.314286,4.894737,0.23523,0.53211,0.479167,1259.0,1321.0,14,108,20.36,48.297,31.0,1.0,1.0,568.19,New Mexico,167,1.0,2
,,-16.611,49.667,6.722,3.0,23.333,950.333,972.667,13.0,36.333,1565.0,1542.667,fbs,,,Mountain West,0.978179,0.156,2.637255,0.169492,1.75,-0.164228,0.491228,0.381503,16.0,1425.5,1459.0,2,0,32,2851.0,2918.0,1.0,2,3,3,1567.0,9.0,0,70,1.308211,0.121,2.868644,0.263158,4.263158,0.177902,0.5,0.432161,2851.0,2918.0,39,109,6.59,22.37,15.189,1.0,1.0,515.59,North Dakota State,2449,1.0,3
,,17.083,46.083,-4.917,3.0,-22.0,923.5,895.5,34.0,12.0,1255.5,1283.5,fbs,,,Mountain West,1.150449,0.119,3.087324,0.282609,2.733333,0.003955,0.474227,0.412587,-40.0,1847.0,1791.0,1,1,-40,1847.0,1791.0,0.0,0,2,2,1245.0,6.0,2,-44,0.933564,0.177,2.378947,0.102564,1.25,-0.24021,0.435294,0.330645,1847.0,1791.0,68,24,-4.64,-20.541,-40.0,0.0,0.0,536.58,Northern Illinois,2459,0.0,0
,,5.778,58.222,5.778,3.0,0.0,1035.0,1035.667,27.667,27.667,1408.667,1408.0,fbs,,,Mountain West,0.989623,0.133,3.152874,0.258065,3.666667,0.075693,0.564103,0.477064,-5.0,1552.5,1553.5,2,1,-10,3105.0,3107.0,0.5,1,3,3,1407.0,9.0,1,0,1.254892,0.136,3.226471,0.289474,3.52381,0.164041,0.489051,0.41784,3105.0,3107.0,83,83,4.818,0.556,-5.0,0.5,0.6852,569.25,San José State,23,0.6667,2
