ap_latest_rank,ap_preseason_rank,avg_closing_spread,avg_closing_total,avg_cover_margin,avg_lines_per_game,avg_margin,avg_opponent_postgame_elo,avg_opponent_pregame_elo,avg_points_against,avg_points_for,avg_team_postgame_elo,avg_team_pregame_elo,classification,coaches_latest_rank,coaches_preseason_rank,conference,defense_explosiveness_allowed,defense_havoc_created,defense_line_yards_allowed,defense_passing_down_success_rate_allowed,defense_points_per_opportunity_allowed,defense_ppa_allowed,defense_standard_down_success_rate_allowed,defense_success_rate_allowed,fbs_avg_margin,fbs_avg_opponent_postgame_elo,fbs_avg_opponent_pregame_elo,fbs_games,fbs_losses,fbs_margin_sum,fbs_opponent_postgame_elo_sum,fbs_opponent_pregame_elo_sum,fbs_win_pct,fbs_wins,games_played,games_with_lines,latest_team_postgame_elo,line_count_sum,losses,margin_sum,offense_explosiveness,offense_havoc_allowed,offense_line_yards,offense_passing_down_success_rate,offense_points_per_opportunity,offense_ppa,offense_standard_down_success_rate,offense_success_rate,opponent_postgame_elo_sum,opponent_pregame_elo_sum,points_against,points_for,recent_avg_cover_margin,recent_avg_margin,recent_fbs_avg_margin,recent_fbs_win_pct,recent_win_pct,talent,team,team_id,win_pct,wins
,,-3.389,56.333,-13.056,3.0,-9.667,1555.333,1521.667,25.667,16.0,1545.0,1578.667,fbs,,,Mountain West,1.183229,0.15,3.576768,0.30137,4.117647,0.147106,0.473684,0.412621,-9.667,1555.333,1521.667,3,2,-29,4666.0,4565.0,0.3333,1,3,3,1480.0,9.0,2,-29,1.162363,0.179,3.023009,0.191781,2.733333,-0.052489,0.434483,0.353211,4666.0,4565.0,77,48,-14.599,-11.241,-11.241,0.3148,0.3148,696.03,UNLV,2439,0.3333,1
,,6.667,52.417,1.667,3.0,-5.0,899.5,853.0,30.5,25.5,1153.0,1199.5,fbs,,,Mountain West,1.212738,0.153,2.614667,0.323529,3.916667,0.179736,0.444444,0.41129,-51.0,1799.0,1706.0,1,1,-51,1799.0,1706.0,0.0,0,2,2,1143.0,6.0,1,-10,1.179569,0.211,2.637313,0.3,2.181818,-0.134943,0.47619,0.429825,1799.0,1706.0,61,51,2.64,-1.27,-51.0,0.0,0.5405,585.76,UTEP,2638,0.5,1
,,-10.417,45.25,-17.417,3.0,-7.0,668.0,636.5,24.0,17.0,1304.5,1336.0,fbs,,,Mountain West,1.172049,0.154,2.793939,0.292683,2.833333,0.064891,0.483146,0.423077,-22.0,1336.0,1273.0,1,1,-22,1336.0,1273.0,0.0,0,2,2,1309.0,6.0,1,-14,0.89591,0.179,3.238806,0.294118,3.090909,-0.002828,0.46988,0.418803,1336.0,1273.0,48,34,-17.261,-5.784,-22.0,0.0,0.5405,528.29,Wyoming,2751,0.5,1
,,7.667,53.5,13.167,3.0,5.5,1699.5,1723.0,27.0,32.5,1589.0,1565.5,fbs,,,Pac-12,1.77298,0.197,2.476596,0.307692,2.666667,0.101792,0.435897,0.393162,5.5,1699.5,1723.0,2,1,11,3399.0,3446.0,0.5,1,2,2,1609.0,6.0,1,11,1.274492,0.112,3.545,0.302326,4.142857,0.2664,0.49,0.433566,3399.0,3446.0,54,65,12.802,6.514,6.514,0.5405,0.5405,641.17,Boise State,68,0.5,1
,,-11.167,51.75,16.833,3.0,28.0,650.0,681.5,18.5,46.5,1331.5,1300.0,fbs,,,Pac-12,1.095678,0.273,3.221127,0.282051,3.0,-0.064948,0.426829,0.380165,22.0,1300.0,1363.0,1,0,22,1300.0,1363.0,1.0,1,2,2,1327.0,6.0,0,56,1.510231,0.161,2.578125,0.416667,4.642857,0.394528,0.514851,0.489051,1300.0,1363.0,37,93,16.631,28.486,22.0,1.0,1.0,640.31,Colorado State,36,1.0,2
,,2.0,47.583,5.5,3.0,3.5,1579.5,1609.0,21.0,24.5,1520.0,1490.5,fbs,,,Pac-12,1.059653,0.118,2.708333,0.368421,2.818182,0.022473,0.510204,0.470588,3.5,1579.5,1609.0,2,1,7,3159.0,3218.0,0.5,1,2,2,1591.0,6.0,1,7,1.35009,0.127,2.524561,0.25,3.777778,0.085982,0.414634,0.372727,3159.0,3218.0,42,49,7.338,6.946,6.946,0.5405,0.5405,609.75,Fresno State,278,0.5,1
,,23.167,51.5,11.167,3.0,-12.0,1679.5,1689.0,34.0,22.0,1272.5,1263.0,fbs,,,Pac-12,1.213097,0.172,3.060976,0.365385,4.133333,0.237481,0.494949,0.450331,-12.0,1679.5,1689.0,2,2,-24,3359.0,3378.0,0.0,0,2,2,1285.0,6.0,2,-24,1.634883,0.179,2.857895,0.293103,3.454545,0.110794,0.390805,0.351724,3359.0,3378.0,68,44,11.437,-11.919,-11.919,0.0,0.0,635.79,Oregon State,204,0.0,0
,,-12.833,57.75,-5.333,3.0,7.5,743.5,719.0,24.0,31.5,1493.5,1518.0,fbs,,,Pac-12,0.919216,0.101,3.511268,0.333333,3.428571,0.007129,0.462264,0.425676,-18.0,1487.0,1438.0,1,1,-18,1487.0,1438.0,0.0,0,2,2,1469.0,6.0,1,15,0.923305,0.165,3.109333,0.323529,4.583333,-0.041365,0.413793,0.38843,1487.0,1438.0,48,63,-5.266,5.432,-18.0,0.0,0.4595,609.22,San Diego State,21,0.5,1
,,13.833,63.083,-14.667,3.0,-28.5,1719.0,1653.0,45.0,16.5,1439.5,1505.5,fbs,,,Pac-12,1.339373,0.139,2.671212,0.4,5.066667,0.340836,0.521277,0.479167,-28.5,1719.0,1653.0,2,2,-57,3438.0,3306.0,0.0,0,2,2,1438.0,6.0,2,-57,1.065394,0.144,3.216854,0.545455,2.833333,0.071334,0.416667,0.444444,3438.0,3306.0,90,33,-14.032,-26.595,-26.595,0.0,0.0,624.81,Texas State,326,0.0,0
,,6.667,57.583,-0.333,3.0,-7.0,878.5,881.0,22.5,15.5,1378.5,1376.0,fbs,,,Pac-12,0.997506,0.099,2.40678,0.255814,3.461538,0.032984,0.444444,0.387324,-2.0,1757.0,1762.0,1,1,-2,1757.0,1762.0,0.0,0,2,2,1381.0,6.0,2,-14,1.345985,0.211,2.969565,0.423077,2.4,-0.12551,0.357895,0.380952,1757.0,1762.0,45,31,1.842,-6.595,-2.0,0.0,0.0,543.98,Utah State,328,0.0,0
,,20.5,49.833,0.0,3.0,-20.5,1723.0,1680.0,29.0,8.5,1567.0,1610.0,fbs,,,Pac-12,1.226918,0.1,3.120588,0.333333,2.588235,0.093,0.520408,0.464286,-20.5,1723.0,1680.0,2,2,-41,3446.0,3360.0,0.0,0,2,2,1533.0,6.0,2,-41,1.08912,0.257,2.776786,0.146341,1.666667,-0.2204,0.367647,0.284404,3446.0,3360.0,58,17,-0.757,-21.027,-21.027,0.0,0.0,630.29,Washington State,265,0.0,0
10,13,-18.333,49.75,14.667,3.0,33.0,1458.5,1519.0,13.5,46.5,1841.0,1780.5,fbs,10,11,SEC,1.131613,0.204,1.235417,0.2,5.0,-0.287487,0.338235,0.287037,33.0,1458.5,1519.0,2,0,66,2917.0,3038.0,1.0,2,2,2,1859.0,6.0,0,66,1.105774,0.168,3.147619,0.382353,4.875,0.192382,0.541284,0.503497,2917.0,3038.0,27,93,15.045,32.595,32.595,1.0,1.0,973.53,Alabama,333,1.0,2
,,-13.833,59.417,-21.833,3.0,-8.0,937.0,908.5,28.5,20.5,1518.5,1547.0,fbs,,,SEC,1.273058,0.157,2.817308,0.172414,5.090909,0.134781,0.493671,0.407407,-33.0,1874.0,1817.0,1,1,-33,1874.0,1817.0,0.0,0,2,2,1490.0,6.0,1,-16,1.117037,0.19,2.732857,0.375,3.153846,0.027262,0.454545,0.423313,1874.0,1817.0,57,41,-21.698,-10.027,-33.0,0.0,0.4595,745.48,Arkansas,8,0.5,1
,,-19.583,57.583,-1.583,3.0,18.0,1395.5,1428.0,12.0,30.0,1645.5,1613.0,fbs,,,SEC,1.099486,0.193,2.332813,0.272727,3.0,-0.093803,0.410256,0.372671,18.0,1395.5,1428.0,2,0,36,2791.0,2856.0,1.0,2,2,2,1678.0,6.0,0,36,1.176273,0.156,3.465476,0.355556,3.1875,0.13506,0.495652,0.45625,2791.0,2856.0,24,60,-1.266,19.378,19.378,1.0,1.0,828.19,Auburn,2,1.0,2
,,-38.833,63.083,8.167,3.0,47.0,594.5,642.5,12.0,59.0,1663.5,1615.5,fbs,25,25,SEC,1.104381,0.233,2.672881,0.259259,3.0,-0.185709,0.371429,0.333333,45.0,1189.0,1285.0,1,0,45,1189.0,1285.0,1.0,1,2,2,1669.0,6.0,0,94,1.373023,0.115,3.508571,0.28125,6.428571,0.5033,0.626263,0.541985,1189.0,1285.0,24,118,7.302,47.162,45.0,1.0,1.0,891.07,Florida,57,1.0,2
2,3,-44.833,55.5,10.167,3.0,55.0,625.0,663.5,11.5,66.5,1909.5,1871.0,fbs,2,3,SEC,1.216501,0.195,1.93125,0.169492,3.428571,-0.161784,0.378378,0.285714,50.0,1250.0,1327.0,1,0,50,1250.0,1327.0,1.0,1,2,2,1948.0,6.0,0,110,1.43364,0.122,4.119672,0.407407,6.066667,0.64119,0.65625,0.601626,1250.0,1327.0,23,133,10.126,54.595,50.0,1.0,1.0,1003.67,Georgia,61,1.0,2
,,-6.833,54.417,-4.833,3.0,2.0,929.5,911.5,29.0,31.0,1458.0,1476.0,fbs,,,SEC,1.124726,0.208,2.601613,0.297297,3.642857,0.079799,0.505376,0.446154,-28.0,1859.0,1823.0,1,1,-28,1859.0,1823.0,0.0,0,2,2,1440.0,6.0,1,4,1.109746,0.172,3.109677,0.272727,6.111111,0.089003,0.526316,0.460938,1859.0,1823.0,58,62,-6.009,-0.432,-28.0,0.0,0.4595,786.65,Kentucky,96,0.5,1
7,11,-22.333,52.0,13.667,3.0,36.0,1473.0,1562.0,12.0,48.0,1769.5,1680.5,fbs,7,13,SEC,0.996737,0.302,1.697917,0.083333,2.833333,-0.464049,0.275862,0.188679,36.0,1473.0,1562.0,2,0,72,2946.0,3124.0,1.0,2,2,2,1794.0,6.0,0,72,1.29781,0.165,2.910204,0.470588,3.904762,0.205818,0.51145,0.5,2946.0,3124.0,24,96,12.261,35.595,35.595,1.0,1.0,931.76,LSU,99,1.0,2
,,-14.083,54.25,22.917,3.0,37.0,1261.5,1343.5,13.0,50.0,1613.0,1531.0,fbs,,,SEC,1.059757,0.14,2.582353,0.157895,2.375,-0.100467,0.397959,0.330882,37.0,1261.5,1343.5,2,0,74,2523.0,2687.0,1.0,2,2,2,1642.0,6.0,0,74,1.289409,0.105,3.792771,0.484848,5.058824,0.544401,0.608696,0.581081,2523.0,2687.0,26,100,23.113,36.027,36.027,1.0,1.0,804.53,Mississippi State,344,1.0,2
20,25,-29.75,57.083,-1.25,2.5,28.5,742.5,755.0,17.5,46.0,1678.5,1666.0,fbs,22,25,SEC,1.671735,0.231,2.366667,0.245283,3.111111,-0.063932,0.323529,0.289256,17.0,1485.0,1510.0,1,0,17,1485.0,1510.0,1.0,1,2,2,1691.0,5.0,0,57,1.225167,0.131,3.120238,0.382979,4.5,0.245297,0.509434,0.470588,1485.0,1510.0,35,92,-0.095,27.568,17.0,1.0,1.0,808.36,Missouri,142,1.0,2
24,10,-22.917,47.417,-0.917,3.0,22.0,1432.5,1471.0,8.5,30.5,1791.0,1752.5,fbs,21,9,SEC,1.248361,0.239,2.133333,0.297297,1.416667,-0.229099,0.3125,0.307692,22.0,1432.5,1471.0,2,1,44,2865.0,2942.0,0.5,1,2,2,1783.0,6.0,1,44,1.096834,0.145,3.055385,0.333333,4.272727,0.115605,0.494505,0.451613,2865.0,2942.0,17,61,-1.829,19.649,19.649,0.4595,0.4595,851.14,Oklahoma,201,0.5,1
8,9,-25.5,57.25,-8.0,3.0,17.5,1418.0,1424.0,23.5,41.0,1844.0,1838.0,fbs,9,10,SEC,1.276202,0.155,2.320588,0.219512,3.25,0.137859,0.488636,0.403101,17.5,1418.0,1424.0,2,0,35,2836.0,2848.0,1.0,2,2,2,1851.0,6.0,0,35,1.142014,0.121,3.0375,0.363636,5.357143,0.276858,0.598131,0.542857,2836.0,2848.0,47,82,-8.365,18.676,18.676,1.0,1.0,885.72,Ole Miss,145,1.0,2
,,-40.167,55.333,6.333,3.0,46.5,528.0,583.5,4.5,51.0,1752.5,1697.0,fbs,,,SEC,1.412657,0.139,2.091837,0.235294,3.4,-0.091243,0.296875,0.269565,57.0,1056.0,1167.0,1,0,57,1056.0,1167.0,1.0,1,2,2,1763.0,6.0,0,93,1.217536,0.099,4.202532,0.464286,4.866667,0.438344,0.622807,0.591549,1056.0,1167.0,9,102,5.131,45.649,57.0,1.0,1.0,862.87,South Carolina,2579,1.0,2
15,20,-30.917,61.0,3.083,3.0,34.0,757.5,776.5,16.5,50.5,1710.0,1691.0,fbs,14,18,SEC,1.063315,0.242,3.5125,0.244444,2.25,-0.1333,0.425287,0.363636,21.0,1515.0,1553.0,1,0,21,1515.0,1553.0,1.0,1,2,2,1729.0,6.0,0,68,1.317677,0.126,3.716667,0.361111,6.214286,0.366331,0.560748,0.51049,1515.0,1553.0,33,101,3.523,32.946,21.0,1.0,1.0,885.9,Tennessee,2633,1.0,2
1,5,-15.917,55.667,10.583,3.0,26.5,1712.0,1778.0,15.0,41.5,1914.5,1848.5,fbs,1,4,SEC,1.223148,0.175,2.738235,0.405405,2.307692,0.05,0.4,0.40146,26.5,1712.0,1778.0,2,0,53,3424.0,3556.0,1.0,2,2,2,1916.0,6.0,0,53,1.291794,0.162,2.782667,0.456522,5.846154,0.250296,0.509804,0.493243,3424.0,3556.0,30,83,9.617,24.432,24.432,1.0,1.0,985.17,Texas,251,1.0,2
9,8,-27.083,52.5,11.917,3.0,39.0,1407.5,1478.5,10.0,49.0,1869.5,1798.5,fbs,8,8,SEC,1.14345,0.248,2.244231,0.222222,1.0,-0.367074,0.304348,0.27619,39.0,1407.5,1478.5,2,0,78,2815.0,2957.0,1.0,2,2,2,1890.0,6.0,0,78,1.060542,0.139,3.208642,0.348837,4.823529,0.203015,0.555556,0.496689,2815.0,2957.0,20,98,12.005,38.108,38.108,1.0,1.0,933.0,Texas A&M,245,1.0,2
,,-24.833,56.25,-10.833,3.0,14.0,705.5,702.0,17.5,31.5,1749.5,1753.0,fbs,,,SEC,1.326155,0.259,2.43,0.18,2.875,-0.118898,0.439394,0.327586,9.0,1411.0,1404.0,1,0,9,1411.0,1404.0,1.0,1,2,2,1746.0,6.0,0,28,1.078568,0.119,2.971233,0.210526,3.153846,0.077076,0.505155,0.422222,1411.0,1404.0,35,63,-10.901,13.595,9.0,1.0,1.0,727.39,Vanderbilt,238,1.0,2
,,-7.167,54.667,20.333,3.0,27.5,731.0,738.5,13.5,41.0,1317.5,1310.0,fbs,,,Sun Belt,1.185274,0.194,2.788333,0.162162,2.7,0.081614,0.505155,0.410448,3.0,1462.0,1477.0,1,0,3,1462.0,1477.0,1.0,1,2,2,1325.0,6.0,0,55,1.275407,0.122,2.87625,0.5,4.315789,0.390625,0.524752,0.517007,1462.0,1477.0,27,82,19.455,25.514,3.0,1.0,1.0,621.61,App State,2026,1.0,2
,,-10.5,54.417,3.0,3.0,13.5,783.0,770.5,24.5,38.0,1351.0,1363.5,fbs,,,Sun Belt,1.366998,0.139,3.388732,0.352941,3.111111,0.184062,0.477273,0.442623,-18.0,1566.0,1541.0,1,1,-18,1566.0,1541.0,0.0,0,2,2,1349.0,6.0,1,27,1.145929,0.136,3.666154,0.37037,4.230769,0.267735,0.615385,0.559322,1566.0,1541.0,49,76,3.851,16.054,-18.0,0.0,0.5405,606.22,Arkansas State,2032,0.5,1
,,-7.917,54.5,7.583,3.0,15.5,682.5,680.0,19.0,34.5,1270.0,1272.5,fbs,,,Sun Belt,0.986972,0.172,2.866292,0.285714,2.583333,-0.011871,0.424242,0.38806,-7.0,1365.0,1360.0,1,1,-7,1365.0,1360.0,0.0,0,2,2,1270.0,6.0,1,31,1.325197,0.193,3.334375,0.333333,4.428571,0.204293,0.511111,0.451852,1365.0,1360.0,38,69,7.063,17.324,-7.0,0.0,0.5405,573.96,Coastal Carolina,324,0.5,1
,,-4.25,53.167,3.75,3.0,8.0,779.0,770.5,11.0,19.0,1367.5,1376.0,fbs,,,Sun Belt,1.162855,0.271,1.714286,0.222222,1.833333,-0.195385,0.285714,0.257143,-15.0,1558.0,1541.0,1,1,-15,1558.0,1541.0,0.0,0,2,2,1359.0,6.0,1,16,1.224692,0.179,3.131915,0.320755,2.181818,0.058602,0.391304,0.365517,1558.0,1541.0,22,38,3.838,6.135,-15.0,0.0,0.4595,634.19,Georgia Southern,290,0.5,1
,,-10.5,57.417,21.0,3.0,31.5,663.5,686.5,13.5,45.0,1264.0,1241.0,fbs,,,Sun Belt,1.215639,0.168,2.8,0.217391,4.0,-0.019075,0.432836,0.345133,14.0,1327.0,1373.0,1,0,14,1327.0,1373.0,1.0,1,2,2,1287.0,6.0,0,63,1.131271,0.057,3.710714,0.53125,4.823529,0.383014,0.550459,0.546099,1327.0,1373.0,27,90,21.027,30.081,14.0,1.0,1.0,573.83,Georgia State,2247,1.0,2
,,-26.25,53.583,19.25,3.0,45.5,848.5,851.5,8.0,53.5,1776.0,1773.0,fbs,,,Sun Belt,1.277789,0.143,1.898701,0.213115,2.090909,-0.275706,0.291139,0.257143,7.0,1697.0,1703.0,1,0,7,1697.0,1703.0,1.0,1,2,2,1776.0,6.0,0,91,1.32695,0.097,3.44375,0.434783,5.142857,0.479539,0.566667,0.539823,1697.0,1703.0,16,107,20.73,48.622,7.0,1.0,1.0,588.31,James Madison,256,1.0,2
,,5.167,53.5,11.167,3.0,6.0,918.5,917.5,28.0,34.0,1388.0,1389.0,fbs,,,Sun Belt,1.174756,0.131,2.852941,0.4,5.25,0.022737,0.484536,0.459854,-19.0,1837.0,1835.0,1,1,-19,1837.0,1835.0,0.0,0,2,2,1387.0,6.0,1,12,1.313195,0.124,3.144928,0.439024,3.875,0.28727,0.5125,0.487603,1837.0,1835.0,56,68,11.207,3.973,-19.0,0.0,0.4595,590.94,Louisiana,309,0.5,1
,,-4.917,55.75,16.583,3.0,21.5,897.0,872.5,25.5,47.0,1429.5,1454.0,fbs,,,Sun Belt,1.201985,0.273,1.64881,0.232143,3.583333,-0.115393,0.404255,0.34,-31.0,1794.0,1745.0,1,1,-31,1794.0,1745.0,0.0,0,2,2,1405.0,6.0,1,43,1.65052,0.181,2.577778,0.261905,5.214286,0.015388,0.337838,0.310345,1794.0,1745.0,51,94,15.536,17.243,-31.0,0.0,0.4595,543.02,Louisiana Tech,2348,0.5,1
,,5.5,54.417,-16.0,3.0,-21.5,1584.0,1539.0,35.5,14.0,1388.5,1433.5,fbs,,,Sun Belt,1.181016,0.111,3.324615,0.285714,4.833333,0.299297,0.54902,0.472222,-21.5,1584.0,1539.0,2,1,-43,3168.0,3078.0,0.5,1,2,2,1388.0,6.0,1,-43,1.035413,0.212,2.167742,0.189189,1.4,-0.117063,0.444444,0.364407,3168.0,3078.0,71,28,-15.541,-19.595,-19.595,0.5405,0.5405,594.71,Marshall,276,0.5,1
,,-11.833,49.917,-12.833,3.0,-1.0,734.0,710.5,27.0,26.0,1312.5,1336.0,fbs,,,Sun Belt,1.362369,0.2,2.18961,0.315789,3.615385,0.012051,0.333333,0.326667,-23.0,1468.0,1421.0,1,1,-23,1468.0,1421.0,0.0,0,2,2,1289.0,6.0,1,-2,1.40249,0.264,1.410606,0.416667,3.384615,0.033284,0.357143,0.377358,1468.0,1421.0,54,52,-12.225,-2.784,-23.0,0.0,0.4595,544.25,Old Dominion,295,0.5,1
,,-2.083,50.833,8.417,3.0,10.5,764.0,764.5,21.0,31.5,1390.5,1390.0,fbs,,,Sun Belt,1.780176,0.225,1.8,0.3,3.3,0.163269,0.423729,0.382022,-4.0,1528.0,1529.0,1,1,-4,1528.0,1529.0,0.0,0,2,2,1391.0,6.0,1,21,1.217677,0.136,3.31875,0.365385,4.153846,0.168531,0.472727,0.438272,1528.0,1529.0,42,63,8.18,9.324,-4.0,0.0,0.4595,573.38,South Alabama,6,0.5,1
,,6.417,54.0,11.917,3.0,5.5,839.0,806.5,23.0,28.5,1317.5,1350.0,fbs,,,Sun Belt,1.22995,0.137,3.2,0.413043,3.363636,0.06084,0.38,0.390411,-35.0,1678.0,1613.0,1,1,-35,1678.0,1613.0,0.0,0,2,2,1285.0,6.0,1,11,1.006474,0.131,3.7,0.366667,6.222222,0.107764,0.521739,0.489655,1678.0,1613.0,46,57,10.761,2.216,-35.0,0.0,0.4595,602.63,Southern Miss,2572,0.5,1
,,-19.917,52.583,-9.917,3.0,10.0,582.0,581.0,19.0,29.0,1418.0,1419.0,fbs,,,Sun Belt,1.258451,0.237,1.453704,0.208333,3.8,-0.07309,0.457831,0.366412,3.0,1164.0,1162.0,1,0,3,1164.0,1162.0,1.0,1,2,2,1416.0,6.0,0,20,1.527541,0.18,2.918182,0.311111,3.642857,0.183223,0.393617,0.366906,1164.0,1162.0,38,58,-9.653,10.568,3.0,1.0,1.0,596.19,Troy,2653,1.0,2
,,18.917,54.083,-8.583,3.0,-27.5,1493.5,1444.5,44.0,16.5,1075.0,1124.0,fbs,,,Sun Belt,1.275859,0.128,3.834118,0.459459,4.466667,0.391483,0.576577,0.547297,-27.5,1493.5,1444.5,2,2,-55,2987.0,2889.0,0.0,0,2,2,1079.0,6.0,2,-55,0.89891,0.157,3.237179,0.216216,3.0,-0.127414,0.42268,0.365672,2987.0,2889.0,88,33,-7.617,-25.757,-25.757,0.0,0.0,505.49,UL Monroe,2433,0.0,0
