event_id,commence_time,week,display_week,week_label,game_type,schedule_match_status,edge_review_flag,betting_status,market_status,home_team,away_team,neutral_site,book_count,model_home_margin,model_home_spread,model_margin_std_dev,model_home_win_probability,market_home_spread,market_home_margin,edge_home_points,edge_side,absolute_edge_points,model_favorite,market_favorite,market_total,actual_home_points,actual_away_points,actual_home_margin,actual_winner,best_away_book,best_away_price,best_away_spread,best_home_book,best_home_price,best_home_spread,betmgm_away_moneyline,betmgm_away_spread,betmgm_away_spread_price,betmgm_home_moneyline,betmgm_home_spread,betmgm_home_spread_price,betmgm_over_price,betmgm_total,betmgm_under_price,betonlineag_away_moneyline,betonlineag_away_spread,betonlineag_away_spread_price,betonlineag_home_moneyline,betonlineag_home_spread,betonlineag_home_spread_price,betonlineag_over_price,betonlineag_total,betonlineag_under_price,betrivers_away_moneyline,betrivers_away_spread,betrivers_away_spread_price,betrivers_home_moneyline,betrivers_home_spread,betrivers_home_spread_price,betrivers_over_price,betrivers_total,betrivers_under_price,betus_away_moneyline,betus_away_spread,betus_away_spread_price,betus_home_moneyline,betus_home_spread,betus_home_spread_price,betus_over_price,betus_total,betus_under_price,bovada_away_moneyline,bovada_away_spread,bovada_away_spread_price,bovada_home_moneyline,bovada_home_spread,bovada_home_spread_price,bovada_over_price,bovada_total,bovada_under_price,break_even_probability,captured_at_utc,draftkings_away_moneyline,draftkings_away_spread,draftkings_away_spread_price,draftkings_home_moneyline,draftkings_home_spread,draftkings_home_spread_price,draftkings_over_price,draftkings_total,draftkings_under_price,fanduel_away_moneyline,fanduel_away_spread,fanduel_away_spread_price,fanduel_home_moneyline,fanduel_home_spread,fanduel_home_spread_price,fanduel_over_price,fanduel_total,fanduel_under_price,line_shopping_value,lowvig_away_moneyline,lowvig_away_spread,lowvig_away_spread_price,lowvig_home_moneyline,lowvig_home_spread,lowvig_home_spread_price,lowvig_over_price,lowvig_total,lowvig_under_price,mybookieag_away_moneyline,mybookieag_away_spread,mybookieag_away_spread_price,mybookieag_home_moneyline,mybookieag_home_spread,mybookieag_home_spread_price,mybookieag_over_price,mybookieag_total,mybookieag_under_price,selected_best_book,selected_best_price,selected_best_spread
48683523200ecdbeb09a2e6eb0d0a1f7,2026-09-26T02:30:00Z,4,4,Week 4,FBS vs FBS,exact,Standard,Standard,open_market,California,Clemson,False,9,-4.67,4.67,16.0,0.3852,0.61,-0.61,-4.06,Clemson,4.06,Clemson,Clemson,50.44,,,,,betrivers,-113,1.0,bovada,-110,1.5,-112,-1.0,-108,-105,1.0,-110,-110,50.5,-108,,0.0,-110,,0.0,-110,-110,50.5,-110,-107,1.0,-113,-117,-1.0,-110,-110,50.0,-113,,0.0,-110,,0.0,-110,-110,50.5,-110,-120,-1.5,-110,100,1.5,-110,-110,50.5,-110,0.5305,2026-09-21T21:56:06+00:00,-115,-1.5,-108,-105,1.5,-112,-110,50.5,-110,-110,-1.5,-102,-110,1.5,-120,-110,50.5,-110,1.61,,0.0,-106,,0.0,-106,-108,50.5,-108,-115,-1.0,-110,-106,1.0,-110,-110,50.5,-110,betrivers,-113,1.0
fe0fb2e29062d93898ebdd583329194d,2026-09-26T23:00:00Z,4,4,Week 4,FBS vs FBS,exact,Standard,Standard,open_market,Jacksonville State,Middle Tennessee,False,9,3.24,-3.24,16.0,0.5802,-7.22,7.22,-3.98,Middle Tennessee,3.98,Jacksonville State,Jacksonville State,51.44,,,,,lowvig,-116,7.5,mybookieag,-110,-7.0,230,7.0,-102,-285,-7.0,-115,-108,51.5,-110,230,7.5,-120,-280,-7.5,100,-105,51.5,-115,220,7.0,-110,-286,-7.0,-113,-112,51.5,-112,235,7.5,-120,-280,-7.5,100,-105,51.5,-115,240,7.0,-105,-290,-7.0,-115,-110,51.0,-110,0.537,2026-09-21T21:56:06+00:00,240,7.0,-108,-298,-7.0,-112,-110,51.5,-110,230,7.5,-118,-285,-7.5,-104,-105,51.5,-115,0.28,230,7.5,-116,-280,-7.5,104,-103,51.5,-114,234,7.0,-110,-300,-7.0,-110,-110,51.5,-110,lowvig,-116,7.5
9c5cf55e5371dd6178da97dcaef2bff5,2026-09-26T21:00:00Z,4,4,Week 4,FBS vs FBS,exact,Standard,Standard,open_market,Penn State,Wisconsin,False,9,13.65,-13.65,16.0,0.8032,-9.72,9.72,3.93,Penn State,3.93,Penn State,Penn State,44.61,,,,,mybookieag,-110,10.0,fanduel,-108,-9.5,280,9.5,-105,-350,-9.5,-115,-110,44.5,-108,289,10.0,-115,-360,-10.0,-105,-115,44.5,-105,325,9.5,-109,-455,-9.5,-114,-112,45.0,-112,290,10.0,-115,-360,-10.0,-105,-110,44.5,-110,295,9.5,-105,-390,-9.5,-115,-110,45.0,-110,0.5192,2026-09-21T21:56:06+00:00,285,9.5,-108,-360,-9.5,-112,-112,44.5,-108,280,9.5,-112,-360,-9.5,-108,-110,44.5,-110,0.22,289,10.0,-111,-360,-10.0,-101,-114,44.5,-103,310,10.0,-110,-420,-10.0,-110,-110,44.5,-110,fanduel,-108,-9.5
edf8d3e3699aa5cb34c50ac7de992d37,2026-09-26T20:15:00Z,4,4,Week 4,FBS vs FBS,exact,Standard,Standard,open_market,Auburn,Vanderbilt,False,9,5.53,-5.53,16.0,0.6352,-9.44,9.44,-3.91,Vanderbilt,3.91,Auburn,Auburn,55.17,,,,,draftkings,-110,9.5,betmgm,-110,-9.0,275,9.0,-110,-350,-9.0,-110,-105,55.5,-115,280,9.5,-115,-350,-9.5,-105,-110,55.0,-110,295,9.5,-112,-400,-9.5,-112,-112,55.5,-112,280,9.5,-110,-350,-9.5,-110,-110,55.0,-110,275,9.5,-110,-350,-9.5,-110,-110,55.0,-110,0.5238,2026-09-21T21:56:06+00:00,280,9.5,-110,-355,-9.5,-110,-118,54.5,-102,265,9.5,-110,-335,-9.5,-110,-105,55.5,-115,0.06,280,9.5,-111,-350,-9.5,-101,-108,55.0,-108,275,9.5,-110,-360,-9.5,-110,-110,55.5,-110,draftkings,-110,9.5
32171e03f5df71b5c9057bcba40030a7,2026-09-26T19:30:00Z,4,4,Week 4,FBS vs FBS,exact,Standard,Standard,open_market,UCF,TCU,False,9,0.29,-0.29,16.0,0.5072,3.11,-3.11,3.4,UCF,3.4,UCF,TCU,48.67,,,,,mybookieag,-110,-3.0,bovada,-115,3.5,-160,-3.0,-115,135,3.0,-102,-110,48.5,-108,-155,-3.0,-115,135,3.0,-105,-112,48.5,-108,-159,-3.0,-115,128,3.0,-108,-110,49.5,-113,-155,-3.0,-115,134,3.0,-105,-110,48.5,-110,-170,-3.5,-105,145,3.5,-115,-110,48.5,-110,0.5349,2026-09-21T21:56:06+00:00,-162,-3.0,-115,136,3.0,-105,-108,48.5,-112,-154,-3.5,-102,128,3.5,-120,-110,48.5,-110,0.39,-155,-3.0,-111,135,3.0,-101,-110,48.5,-106,-166,-3.0,-110,135,3.0,-110,-110,49.0,-110,bovada,-115,3.5
bf2cffa30d89eb2ce1b4d0f91561f66d,2026-09-26T18:00:00Z,4,4,Week 4,FBS vs FBS,exact,Standard,Standard,open_market,Purdue,Notre Dame,False,9,-24.52,24.52,16.0,0.0627,27.89,-27.89,3.37,Purdue,3.37,Notre Dame,Notre Dame,57.5,,,,,fanduel,-118,-27.5,lowvig,-109,28.0,-5000,-28.0,-105,1900,28.0,-115,-110,57.5,-108,,-28.0,-107,,28.0,-113,-105,57.5,-115,-10000,-28.0,-108,1600,28.0,-115,-110,57.5,-113,,-28.0,-110,,28.0,-110,-105,57.5,-115,-6500,-28.0,-105,1300,28.0,-115,-110,58.0,-110,0.5215,2026-09-21T21:56:06+00:00,-4000,-27.5,-118,1600,27.5,-102,-112,57.5,-108,-4500,-27.5,-118,1600,27.5,-104,-118,57.5,-104,0.11,,-28.0,-103,,28.0,-109,-103,57.5,-114,-10099,-28.0,-110,1422,28.0,-110,-110,57.0,-110,lowvig,-109,28.0
39a3d3075172036a2b3f7d47913779b8,2026-09-26T19:30:00Z,4,4,Week 4,FBS vs FBS,exact,Standard,Standard,open_market,Michigan,Iowa,False,9,2.48,-2.48,16.0,0.5616,-5.5,5.5,-3.02,Iowa,3.02,Michigan,Michigan,37.83,,,,,lowvig,-106,5.5,lowvig,-106,-5.5,175,5.5,-108,-210,-5.5,-110,-118,37.5,-102,180,5.5,-110,-210,-5.5,-110,-116,37.5,-104,175,5.5,-114,-220,-5.5,-109,-112,38.5,-112,180,5.5,-110,-210,-5.5,-110,-110,38.0,-110,185,5.5,-110,-225,-5.5,-110,-110,38.0,-110,0.5146,2026-09-21T21:56:06+00:00,180,5.5,-110,-218,-5.5,-110,-112,37.5,-108,172,5.5,-110,-210,-5.5,-110,-118,37.5,-104,0.0,180,5.5,-106,-210,-5.5,-106,-115,37.5,-102,161,5.5,-110,-200,-5.5,-110,-110,38.5,-110,lowvig,-106,5.5
775ad63a769838c1e1da423293c9c60d,2026-09-26T00:00:00Z,4,4,Week 4,FBS vs FBS,exact,Standard,Standard,open_market,Indiana,Northwestern,False,9,18.38,-18.38,16.0,0.8747,-21.0,21.0,-2.62,Northwestern,2.62,Indiana,Indiana,49.28,,,,,mybookieag,-110,21.5,bovada,-115,-20.5,1050,21.0,-110,-1600,-21.0,-108,-105,49.5,-112,979,21.0,-110,-1800,-21.0,-110,-110,49.0,-110,1150,21.5,-110,-3335,-21.5,-113,-110,49.5,-113,,21.0,-110,,-21.0,-110,-110,49.0,-110,850,20.5,-105,-1800,-20.5,-115,-110,49.5,-110,0.5238,2026-09-21T21:56:06+00:00,1000,21.0,-110,-1800,-21.0,-110,-108,49.5,-112,980,20.5,-104,-2000,-20.5,-118,-110,49.5,-110,0.5,979,21.0,-106,-1800,-21.0,-106,-108,49.0,-108,1042,21.5,-110,-2549,-21.5,-110,-110,49.0,-110,mybookieag,-110,21.5
a14ae60e9aac7b91d0acbdae745873b4,2026-09-26T16:00:00Z,4,4,Week 4,FBS vs FBS,exact,Standard,Standard,open_market,Kent State,Ball State,False,9,0.46,-0.46,16.0,0.5115,-3.06,3.06,-2.6,Ball State,2.6,Kent State,Kent State,50.61,,,,,fanduel,-122,3.5,mybookieag,-110,-3.0,135,3.0,-105,-160,-3.0,-115,-115,50.5,-105,135,3.0,-105,-155,-3.0,-115,-115,50.5,-105,125,3.0,-107,-157,-3.0,-117,-109,50.5,-114,134,3.0,-105,-155,-3.0,-115,-110,51.0,-110,140,3.0,-105,-165,-3.0,-115,-105,51.0,-115,0.5495,2026-09-21T21:56:06+00:00,136,3.0,-105,-162,-3.0,-115,-118,50.5,-102,130,3.5,-122,-156,-3.5,100,-110,50.5,-110,0.44,135,3.0,-101,-155,-3.0,-111,-114,50.5,-103,132,3.0,-110,-162,-3.0,-110,-110,50.5,-110,fanduel,-122,3.5
3848eaee7484034f3604aed922649c4e,2026-09-26T19:30:00Z,4,4,Week 4,FBS vs FBS,exact,Standard,Standard,open_market,Georgia,Oklahoma,False,9,11.3,-11.3,16.0,0.76,-13.78,13.78,-2.48,Oklahoma,2.48,Georgia,Georgia,43.89,,,,,lowvig,-108,14.0,bovada,-110,-13.5,450,13.5,-105,-600,-13.5,-112,-118,43.5,-102,421,14.0,-112,-560,-14.0,-108,-105,44.0,-115,450,14.0,-113,-670,-14.0,-110,-113,43.5,-110,430,14.0,-110,-560,-14.0,-110,-105,44.0,-115,410,13.5,-110,-585,-13.5,-110,-110,44.5,-110,0.5192,2026-09-21T21:56:06+00:00,425,13.5,-105,-575,-13.5,-115,-118,43.5,-102,460,13.5,-106,-630,-13.5,-114,-104,44.5,-118,0.22,421,14.0,-108,-560,-14.0,-104,-103,44.0,-114,510,14.0,-110,-752,-14.0,-110,-110,43.5,-110,lowvig,-108,14.0
886538e98f0884df3d655d9d2d2ca567,2026-09-26T19:30:00Z,4,4,Week 4,FBS vs FBS,exact,Standard,Standard,open_market,Florida,Ole Miss,False,8,1.04,-1.04,16.0,0.5259,-3.19,3.19,-2.15,Ole Miss,2.15,Florida,Florida,60.88,,,,,mybookieag,-110,3.5,fanduel,-124,-2.5,138,3.5,-118,-165,-3.5,-102,-105,61.5,-115,135,3.0,100,-155,-3.0,-120,-110,61.0,-110,132,3.5,-117,-165,-3.5,-107,-112,60.5,-112,134,3.0,100,-155,-3.0,-120,-110,61.0,-110,140,3.5,-120,-165,-3.5,100,-110,61.0,-110,0.5238,2026-09-21T21:56:06+00:00,130,3.0,-102,-155,-3.0,-118,-115,60.5,-105,128,2.5,102,-154,-2.5,-124,-115,60.5,-105,0.31,,,,,,,,,,131,3.5,-110,-161,-3.5,-110,-110,61.0,-110,mybookieag,-110,3.5
fc7c77e060e8ba29a61de994be1497c0,2026-09-26T19:00:00Z,4,4,Week 4,FBS vs FBS,exact,Standard,Standard,open_market,Wyoming,Hawai'i,False,9,-1.14,1.14,16.0,0.4716,3.11,-3.11,1.97,Wyoming,1.97,Hawai'i,Hawai'i,45.5,,,,,mybookieag,-110,-3.0,betrivers,-114,3.5,-160,-3.0,-112,130,3.0,-105,-108,45.5,-110,-155,-3.0,-115,135,3.0,-105,-110,45.5,-110,-167,-3.5,-109,135,3.5,-114,-112,45.5,-112,-155,-3.0,-115,134,3.0,-105,-110,45.5,-110,-160,-3.0,-115,135,3.0,-105,-110,45.5,-110,0.5327,2026-09-21T21:56:06+00:00,-162,-3.0,-115,136,3.0,-105,-108,45.5,-112,-150,-3.5,100,125,3.5,-122,-105,45.5,-115,0.39,-155,-3.0,-111,135,3.0,-101,-108,45.5,-108,-175,-3.0,-110,142,3.0,-110,-110,45.5,-110,betrivers,-114,3.5
c48f042c91328d4d0c6351fc82286879,2026-09-26T17:30:00Z,4,4,Week 4,FBS vs FBS,exact,Standard,Standard,open_market,Maryland,UCLA,False,9,-0.46,0.46,16.0,0.4885,2.17,-2.17,1.71,Maryland,1.71,UCLA,UCLA,57.78,,,,,betrivers,-112,-1.5,lowvig,-111,2.5,-125,-2.0,-108,105,2.0,-110,-115,57.5,-105,-125,-2.5,-105,105,2.5,-115,-115,57.5,-105,-125,-1.5,-112,100,1.5,-112,-109,58.5,-114,-125,-2.0,-110,105,2.0,-110,-110,58.0,-110,-125,-2.0,-110,105,2.0,-110,-110,58.0,-110,0.5261,2026-09-21T21:56:06+00:00,-125,-2.5,-105,105,2.5,-115,-115,57.5,-105,-125,-2.5,-105,104,2.5,-115,-115,57.5,-105,0.33,-125,-2.5,-101,105,2.5,-111,-114,57.5,-103,-127,-2.0,-110,104,2.0,-110,-110,58.0,-110,lowvig,-111,2.5
271438149d3f0afb2ff01736101b5e20,2026-09-27T02:00:00Z,4,4,Week 4,FBS vs FBS,exact,Standard,Standard,open_market,Fresno State,Rice,False,9,15.09,-15.09,16.0,0.8272,-13.5,13.5,1.59,Fresno State,1.59,Fresno State,Fresno State,44.5,,,,,betrivers,-114,14.0,betus,-110,-13.0,450,13.5,-108,-600,-13.5,-110,-108,44.5,-110,415,13.5,-105,-550,-13.5,-115,-110,44.5,-110,510,14.0,-114,-835,-14.0,-109,-114,44.5,-109,425,13.0,-110,-550,-13.0,-110,-110,44.5,-110,410,13.5,-105,-585,-13.5,-115,-110,44.5,-110,0.5238,2026-09-21T21:56:06+00:00,410,13.5,-105,-550,-13.5,-115,-110,44.5,-110,460,13.5,-115,-650,-13.5,-105,-110,44.5,-110,0.5,415,13.5,-101,-550,-13.5,-111,-108,44.5,-108,448,13.5,-110,-670,-13.5,-110,-110,44.5,-110,betus,-110,-13.0
69b1a0ff5fb2c67c6627b5c8cf8368cb,2026-09-26T16:00:00Z,4,4,Week 4,FBS vs FBS,exact,Standard,Standard,open_market,Tennessee,Texas,False,9,-4.05,4.05,16.0,0.4001,5.56,-5.56,1.51,Tennessee,1.51,Texas,Texas,55.72,,,,,lowvig,-106,-5.5,bovada,-115,6.0,-220,-5.5,-108,180,5.5,-110,-110,55.5,-108,-210,-5.5,-110,180,5.5,-110,-105,56.0,-115,-215,-5.5,-110,170,5.5,-113,-113,55.5,-110,-210,-5.5,-110,180,5.5,-110,-110,55.0,-110,-230,-6.0,-105,190,6.0,-115,-110,56.5,-110,0.5349,2026-09-21T21:56:06+00:00,-218,-5.5,-108,180,5.5,-112,-112,55.5,-108,-215,-5.5,-110,176,5.5,-110,-115,55.5,-105,0.44,-210,-5.5,-106,180,5.5,-106,-103,56.0,-114,-237,-5.5,-110,186,5.5,-110,-110,56.0,-110,bovada,-115,6.0
90cacdc25f25e1f13b13e031a7fee9b7,2026-09-26T16:00:00Z,4,4,Week 4,FBS vs FBS,exact,Standard,Standard,open_market,Baylor,Colorado,False,9,11.38,-11.38,16.0,0.7615,-9.94,9.94,1.44,Baylor,1.44,Baylor,Baylor,55.44,,,,,lowvig,-106,10.0,fanduel,-118,-9.5,300,10.0,-112,-375,-10.0,-105,-108,55.5,-110,296,10.0,-110,-370,-10.0,-110,-110,55.5,-110,295,10.0,-109,-420,-10.0,-114,-109,55.5,-114,295,10.0,-110,-370,-10.0,-110,-110,55.5,-110,305,10.0,-110,-410,-10.0,-110,-110,55.5,-110,0.5413,2026-09-21T21:56:06+00:00,300,10.0,-110,-380,-10.0,-110,-110,55.5,-110,300,9.5,-104,-385,-9.5,-118,-102,55.5,-120,0.44,296,10.0,-106,-370,-10.0,-106,-108,55.5,-108,300,10.0,-110,-400,-10.0,-110,-110,55.0,-110,fanduel,-118,-9.5
f6b6590d0b66bbb4fcbb391289794963,2026-09-26T16:00:00Z,4,4,Week 4,FBS vs FBS,exact,Standard,Standard,open_market,Louisville,Wake Forest,False,9,11.71,-11.71,16.0,0.7679,-12.72,12.72,-1.01,Wake Forest,1.01,Louisville,Louisville,58.44,,,,,mybookieag,-110,13.0,betrivers,-110,-12.5,380,12.5,-108,-500,-12.5,-110,-108,58.5,-110,383,13.0,-115,-500,-13.0,-105,-110,58.5,-110,390,12.5,-113,-560,-12.5,-110,-112,58.0,-110,390,13.0,-115,-500,-13.0,-105,-110,59.0,-110,375,12.5,-110,-525,-12.5,-110,-110,58.0,-110,0.5238,2026-09-21T21:56:06+00:00,380,12.5,-105,-500,-12.5,-115,-105,58.5,-115,385,12.5,-110,-520,-12.5,-110,-115,58.5,-105,0.28,383,13.0,-111,-500,-13.0,-101,-108,58.5,-108,370,13.0,-110,-500,-13.0,-110,-110,58.5,-110,mybookieag,-110,13.0
10078e86207d952986707c1ad7dc9331,2026-09-26T21:00:00Z,4,4,Week 4,FBS vs FBS,exact,Standard,Standard,open_market,Bowling Green,South Florida,False,9,-16.82,16.82,16.0,0.1466,17.44,-17.44,0.62,Bowling Green,0.62,South Florida,South Florida,48.67,,,,,betrivers,-114,-17.0,lowvig,-106,17.5,-1000,-17.5,-108,675,17.5,-110,-108,48.5,-110,-1000,-17.5,-110,661,17.5,-110,-110,48.5,-110,-1430,-17.0,-114,750,17.0,-109,-113,49.5,-110,,-17.5,-110,,17.5,-110,-110,48.5,-110,-950,-17.5,-110,600,17.5,-110,-110,49.0,-110,0.5146,2026-09-21T21:56:06+00:00,-950,-17.5,-110,625,17.5,-110,-108,48.5,-112,-1300,-17.5,-110,760,17.5,-110,-105,48.5,-115,0.06,-1000,-17.5,-106,661,17.5,-106,-108,48.5,-108,-1000,-17.5,-110,610,17.5,-110,-110,48.5,-110,lowvig,-106,17.5
e497e36c59bded468da11878568e7c80,2026-09-27T03:00:00Z,4,4,Week 4,FBS vs FBS,exact,Standard,Standard,open_market,Washington,Minnesota,False,9,9.28,-9.28,16.0,0.719,-9.89,9.89,-0.61,Minnesota,0.61,Washington,Washington,46.0,,,,,mybookieag,-110,10.0,betrivers,-113,-9.5,300,10.0,-110,-375,-10.0,-108,-108,46.5,-110,299,10.0,-115,-375,-10.0,-105,-110,46.0,-110,300,9.5,-110,-455,-9.5,-113,-113,45.5,-110,300,10.0,-110,-375,-10.0,-110,-110,46.0,-110,295,10.0,-110,-390,-10.0,-110,-110,46.0,-110,0.5238,2026-09-21T21:56:06+00:00,310,10.0,-112,-395,-10.0,-108,-108,46.5,-112,310,9.5,100,-400,-9.5,-122,-110,45.5,-110,0.11,299,10.0,-111,-375,-10.0,-101,-108,46.0,-108,330,10.0,-110,-450,-10.0,-110,-110,46.0,-110,mybookieag,-110,10.0
c843a3f97a410eedafcfbad440774ad2,2026-09-26T23:00:00Z,4,4,Week 4,FBS vs FBS,exact,Standard,Standard,open_market,Alabama,South Carolina,False,9,12.58,-12.58,16.0,0.7841,-12.0,12.0,0.58,Alabama,0.58,Alabama,Alabama,54.89,,,,,betrivers,-113,13.0,lowvig,-106,-11.5,380,12.0,-110,-500,-12.0,-108,-115,54.5,-105,367,11.5,-110,-475,-11.5,-110,-105,55.5,-115,400,13.0,-113,-590,-13.0,-110,-108,55.0,-115,375,12.0,-110,-475,-12.0,-110,-105,55.5,-115,360,11.5,-110,-500,-11.5,-110,-110,54.5,-110,0.5146,2026-09-21T21:56:06+00:00,380,11.5,-108,-500,-11.5,-112,-115,54.5,-105,385,12.5,-110,-520,-12.5,-110,-114,54.5,-106,0.5,367,11.5,-106,-475,-11.5,-106,-103,55.5,-114,360,12.5,-110,-500,-12.5,-110,-110,54.5,-110,lowvig,-106,-11.5
11ea90adf014a268d12caa9978b05bd8,2026-09-26T16:00:00Z,4,4,Week 4,FBS vs FBS,exact,Standard,Standard,open_market,Akron,UNLV,False,9,-13.99,13.99,16.0,0.191,13.61,-13.61,-0.38,UNLV,0.38,UNLV,UNLV,52.39,,,,,lowvig,-110,-13.5,mybookieag,-110,14.0,-550,-13.5,-112,425,13.5,-105,-105,52.5,-112,-540,-13.5,-114,409,13.5,-106,-105,52.5,-115,-770,-14.0,-109,450,14.0,-114,-109,52.0,-114,-540,-13.5,-110,417,13.5,-110,-110,52.5,-110,-585,-13.5,-115,410,13.5,-105,-110,52.0,-110,0.5238,2026-09-21T21:56:06+00:00,-550,-13.5,-112,410,13.5,-108,-105,52.5,-115,-610,-13.5,-115,440,13.5,-105,-105,52.5,-115,0.11,-540,-13.5,-110,409,13.5,-102,-103,52.5,-114,-649,-14.0,-110,440,14.0,-110,-110,52.5,-110,lowvig,-110,-13.5
f154381c89953d3b0bd409a6bc4e28a6,2026-09-26T23:45:00Z,4,4,Week 4,FBS vs FBS,exact,Standard,Standard,open_market,Mississippi State,Missouri,False,9,6.34,-6.34,16.0,0.654,-6.22,6.22,0.12,Mississippi State,0.12,Mississippi State,Mississippi State,58.56,,,,,betus,-110,6.5,fanduel,-115,-5.5,190,6.0,-110,-235,-6.0,-110,-110,58.5,-108,195,6.5,-115,-235,-6.5,-105,-110,58.5,-110,175,6.0,-113,-225,-6.0,-110,-109,59.0,-114,200,6.5,-110,-235,-6.5,-110,-110,58.5,-110,195,6.5,-115,-235,-6.5,-105,-110,58.5,-110,0.5349,2026-09-21T21:56:06+00:00,195,6.5,-112,-238,-6.5,-108,-112,58.5,-108,180,5.5,-105,-220,-5.5,-115,-115,58.5,-105,0.72,195,6.5,-111,-235,-6.5,-101,-108,58.5,-108,188,6.0,-110,-236,-6.0,-110,-110,58.5,-110,fanduel,-115,-5.5
