season,week,display_week,week_label,start_date,away_team,home_team,game_type,away_classification,home_classification,neutral_site,away_points,home_points,actual_home_margin,model_home_margin,model_home_spread,market_home_spread,market_home_margin,model_margin_error,market_margin_error,absolute_model_error,absolute_market_error,winner_model_result,winner_market_result,model_edge_home_points,model_edge_side,edge_result
2026,3,3,Week 3,2026-09-19T20:00:00.000Z,Louisiana Tech,Baylor,FBS vs FBS,fbs,fbs,False,19,36,17.0,15.16,-15.16,-20.0,20.0,-1.84,3.0,1.84,3.0,correct,correct,-4.84,Louisiana Tech,right_side
2026,3,3,Week 3,2026-09-19T20:00:00.000Z,Northern Iowa,Iowa,FCS involved,fcs,fbs,False,0,55,55.0,46.48,-46.48,-37.5,37.5,-8.52,-17.5,8.52,17.5,correct,correct,8.98,Iowa,right_side
2026,3,3,Week 3,2026-09-19T20:00:00.000Z,Stanford,Duke,FBS vs FBS,fbs,fbs,False,7,35,28.0,7.47,-7.47,-9.67,9.67,-20.53,-18.33,20.53,18.33,correct,correct,-2.2,Stanford,wrong_side
2026,3,3,Week 3,2026-09-19T20:00:00.000Z,Western Kentucky,Indiana,FBS vs FBS,fbs,fbs,False,0,38,38.0,28.0,-28.0,-44.67,44.67,-10.0,6.67,10.0,6.67,correct,correct,-16.67,Western Kentucky,right_side
2026,3,3,Week 3,2026-09-19T20:15:00.000Z,Mississippi State,South Carolina,FBS vs FBS,fbs,fbs,False,41,34,-7.0,5.41,-5.41,-3.0,3.0,12.41,10.0,12.41,10.0,wrong,wrong,2.41,South Carolina,wrong_side
2026,3,3,Week 3,2026-09-19T20:30:00.000Z,SE Louisiana,UL Monroe,FCS involved,fcs,fbs,False,38,35,-3.0,24.45,-24.45,-9.67,9.67,27.45,12.67,27.45,12.67,wrong,wrong,14.78,UL Monroe,wrong_side
2026,3,3,Week 3,2026-09-19T22:00:00.000Z,Charlotte,App State,FBS vs FBS,fbs,fbs,False,21,26,5.0,7.81,-7.81,-16.0,16.0,2.81,11.0,2.81,11.0,correct,correct,-8.19,Charlotte,right_side
2026,3,3,Week 3,2026-09-19T22:00:00.000Z,East Carolina,Old Dominion,FBS vs FBS,fbs,fbs,False,20,17,-3.0,0.4,-0.4,-2.5,2.5,3.4,5.5,3.4,5.5,wrong,wrong,-2.1,East Carolina,right_side
2026,3,3,Week 3,2026-09-19T22:00:00.000Z,Florida International,Florida Atlantic,FBS vs FBS,fbs,fbs,False,10,16,6.0,0.75,-0.75,-5.0,5.0,-5.25,-1.0,5.25,1.0,correct,correct,-4.25,Florida International,wrong_side
2026,3,3,Week 3,2026-09-19T22:30:00.000Z,Marshall,Missouri State,FBS vs FBS,fbs,fbs,False,30,24,-6.0,-1.07,1.07,4.0,-4.0,4.93,2.0,4.93,2.0,correct,correct,2.93,Missouri State,wrong_side
2026,3,3,Week 3,2026-09-19T23:00:00.000Z,Delaware State,South Florida,FCS involved,fcs,fbs,False,17,59,42.0,43.19,-43.19,-37.17,37.17,1.19,-4.83,1.19,4.83,correct,correct,6.02,South Florida,right_side
2026,3,3,Week 3,2026-09-19T23:00:00.000Z,Florida,Auburn,FBS vs FBS,fbs,fbs,False,44,39,-5.0,0.11,-0.11,2.5,-2.5,5.11,2.5,5.11,2.5,wrong,correct,2.61,Auburn,wrong_side
2026,3,3,Week 3,2026-09-19T23:00:00.000Z,Georgia Southern,Jacksonville State,FBS vs FBS,fbs,fbs,False,27,31,4.0,2.74,-2.74,-3.5,3.5,-1.26,-0.5,1.26,0.5,correct,correct,-0.76,Georgia Southern,wrong_side
2026,3,3,Week 3,2026-09-19T23:00:00.000Z,Georgia State,UCF,FBS vs FBS,fbs,fbs,False,30,44,14.0,9.45,-9.45,-17.5,17.5,-4.55,3.5,4.55,3.5,correct,correct,-8.05,Georgia State,right_side
2026,3,3,Week 3,2026-09-19T23:00:00.000Z,Murray State,Oklahoma State,FCS involved,fcs,fbs,False,0,59,59.0,35.7,-35.7,-56.17,56.17,-23.3,-2.83,23.3,2.83,correct,correct,-20.47,Murray State,wrong_side
2026,3,3,Week 3,2026-09-19T23:00:00.000Z,Nevada,Middle Tennessee,FBS vs FBS,fbs,fbs,False,20,27,7.0,2.83,-2.83,3.67,-3.67,-4.17,-10.67,4.17,10.67,correct,wrong,6.5,Middle Tennessee,right_side
2026,3,3,Week 3,2026-09-19T23:00:00.000Z,Nicholls,Sam Houston,FCS involved,fcs,fbs,False,0,59,59.0,27.44,-27.44,-21.0,21.0,-31.56,-38.0,31.56,38.0,correct,correct,6.44,Sam Houston,right_side
2026,3,3,Week 3,2026-09-19T23:00:00.000Z,Ohio,South Alabama,FBS vs FBS,fbs,fbs,False,36,41,5.0,6.47,-6.47,-7.0,7.0,1.47,2.0,1.47,2.0,correct,correct,-0.53,Ohio,right_side
2026,3,3,Week 3,2026-09-19T23:00:00.000Z,Troy,Missouri,FBS vs FBS,fbs,fbs,False,17,27,10.0,16.01,-16.01,-27.0,27.0,6.01,17.0,6.01,17.0,correct,correct,-10.99,Troy,right_side
2026,3,3,Week 3,2026-09-19T23:00:00.000Z,UConn,Southern Miss,FBS vs FBS,fbs,fbs,False,48,20,-28.0,-2.58,2.58,3.5,-3.5,25.42,24.5,25.42,24.5,correct,correct,0.92,Southern Miss,wrong_side
2026,3,3,Week 3,2026-09-19T23:00:00.000Z,UT Martin,Memphis,FCS involved,fcs,fbs,False,21,45,24.0,38.97,-38.97,-33.5,33.5,14.97,9.5,14.97,9.5,correct,correct,5.47,Memphis,wrong_side
2026,3,3,Week 3,2026-09-19T23:00:00.000Z,Western Michigan,Rice,FBS vs FBS,fbs,fbs,False,28,21,-7.0,0.54,-0.54,8.5,-8.5,7.54,-1.5,7.54,1.5,wrong,correct,9.04,Rice,right_side
2026,3,3,Week 3,2026-09-19T23:15:00.000Z,Eastern Washington,Washington,FCS involved,fcs,fbs,False,16,48,32.0,50.1,-50.1,-42.83,42.83,18.1,10.83,18.1,10.83,correct,correct,7.27,Washington,wrong_side
2026,3,3,Week 3,2026-09-19T23:15:00.000Z,North Dakota,Nebraska,FCS involved,fcs,fbs,False,7,34,27.0,46.67,-46.67,-27.33,27.33,19.67,0.33,19.67,0.33,correct,correct,19.34,Nebraska,wrong_side
2026,3,3,Week 3,2026-09-19T23:30:00.000Z,BYU,Colorado State,FBS vs FBS,fbs,fbs,False,41,23,-18.0,-8.53,8.53,17.5,-17.5,9.47,0.5,9.47,0.5,correct,correct,8.97,Colorado State,wrong_side
2026,3,3,Week 3,2026-09-19T23:30:00.000Z,Colorado,Northwestern,FBS vs FBS,fbs,fbs,False,7,41,34.0,3.22,-3.22,-3.5,3.5,-30.78,-30.5,30.78,30.5,correct,correct,-0.28,Colorado,wrong_side
2026,3,3,Week 3,2026-09-19T23:30:00.000Z,LSU,Ole Miss,FBS vs FBS,fbs,fbs,False,24,32,8.0,1.38,-1.38,2.83,-2.83,-6.62,-10.83,6.62,10.83,correct,wrong,4.21,Ole Miss,right_side
2026,3,3,Week 3,2026-09-19T23:30:00.000Z,Michigan State,Notre Dame,FBS vs FBS,fbs,fbs,False,10,27,17.0,23.81,-23.81,-28.67,28.67,6.81,11.67,6.81,11.67,correct,correct,-4.86,Michigan State,right_side
2026,3,3,Week 3,2026-09-19T23:30:00.000Z,New Mexico,Oklahoma,FBS vs FBS,fbs,fbs,False,6,14,8.0,19.97,-19.97,-21.33,21.33,11.97,13.33,11.97,13.33,correct,correct,-1.36,New Mexico,right_side
2026,3,3,Week 3,2026-09-19T23:30:00.000Z,Virginia Tech,Maryland,FBS vs FBS,fbs,fbs,False,35,26,-9.0,1.04,-1.04,2.5,-2.5,10.04,6.5,10.04,6.5,wrong,correct,3.54,Maryland,wrong_side
2026,3,3,Week 3,2026-09-19T23:30:00.000Z,West Virginia,Virginia,FBS vs FBS,fbs,fbs,True,38,27,-11.0,3.43,-3.43,-10.67,10.67,14.43,21.67,14.43,21.67,wrong,wrong,-7.24,West Virginia,right_side
2026,3,3,Week 3,2026-09-19T23:45:00.000Z,Kennesaw State,Tennessee,FBS vs FBS,fbs,fbs,False,9,42,33.0,25.8,-25.8,-35.5,35.5,-7.2,2.5,7.2,2.5,correct,correct,-9.7,Kennesaw State,right_side
2026,3,3,Week 3,2026-09-20T00:00:00.000Z,Arkansas State,TCU,FBS vs FBS,fbs,fbs,False,7,31,24.0,12.8,-12.8,-18.83,18.83,-11.2,-5.17,11.2,5.17,correct,correct,-6.03,Arkansas State,wrong_side
2026,3,3,Week 3,2026-09-20T00:00:00.000Z,East Texas A&M,Tulsa,FCS involved,fcs,fbs,False,0,42,42.0,32.06,-32.06,-41.33,41.33,-9.94,-0.67,9.94,0.67,correct,correct,-9.27,East Texas A&M,wrong_side
2026,3,3,Week 3,2026-09-20T00:00:00.000Z,UAB,Louisiana,FBS vs FBS,fbs,fbs,False,14,21,7.0,5.36,-5.36,-7.0,7.0,-1.64,0.0,1.64,0.0,correct,correct,-1.64,UAB,push
2026,3,3,Week 3,2026-09-20T00:00:00.000Z,UTSA,Texas,FBS vs FBS,fbs,fbs,False,6,30,24.0,21.46,-21.46,-29.67,29.67,-2.54,5.67,2.54,5.67,correct,correct,-8.21,UTSA,right_side
2026,3,3,Week 3,2026-09-20T02:00:00.000Z,James Madison,San Diego State,FBS vs FBS,fbs,fbs,False,26,13,-13.0,-1.92,1.92,-2.83,2.83,11.08,15.83,11.08,15.83,correct,wrong,-4.75,James Madison,right_side
2026,3,3,Week 3,2026-09-20T02:00:00.000Z,South Dakota,Boise State,FCS involved,fcs,fbs,False,24,38,14.0,40.62,-40.62,-28.33,28.33,26.62,14.33,26.62,14.33,correct,correct,12.29,Boise State,wrong_side
2026,3,3,Week 3,2026-09-20T02:30:00.000Z,North Dakota State,Sacramento State,FBS vs FBS,fbs,fbs,False,31,10,-21.0,-5.3,5.3,25.83,-25.83,15.7,-4.83,15.7,4.83,correct,correct,20.53,Sacramento State,right_side
2026,3,3,Week 3,2026-09-20T02:30:00.000Z,Northern Illinois,Arizona,FBS vs FBS,fbs,fbs,False,17,42,25.0,19.27,-19.27,-34.5,34.5,-5.73,9.5,5.73,9.5,correct,correct,-15.23,Northern Illinois,right_side
2026,3,3,Week 3,2026-09-20T03:00:00.000Z,Fresno State,San José State,FBS vs FBS,fbs,fbs,False,26,10,-16.0,-2.31,2.31,4.17,-4.17,13.69,11.83,13.69,11.83,correct,correct,1.86,San José State,wrong_side
2026,3,3,Week 3,2026-09-20T03:00:00.000Z,Montana,Oregon State,FCS involved,fcs,fbs,False,17,52,35.0,31.73,-31.73,-17.5,17.5,-3.27,-17.5,3.27,17.5,correct,correct,14.23,Oregon State,right_side
2026,3,3,Week 3,2026-09-20T03:00:00.000Z,Purdue,UCLA,FBS vs FBS,fbs,fbs,False,38,52,14.0,8.91,-8.91,-13.67,13.67,-5.09,-0.33,5.09,0.33,correct,correct,-4.76,Purdue,wrong_side
